One ^cd1++++=One
, ^zz++++=EXTRAWORD
Bcl ^np+++??+=Bcl-XL,
- ^zz++++=EXTRAWORD
xl ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Bim ^np+++??+=Bim.
. ^zz++++=EXTRAWORD
On ^in++++=On
day ^nn++++=day
15 ^cd++++=15
p.i ^nn+++??+=p.i.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sgfli1 ^nn+++??+=sgFli1
+ ^zz++++=+
C9p14 ^np+++??+=C9P14
cells ^nns++++=cells
had ^vb+hv+vrb++=had
lower ^jjr+atrb+++=lower
expression ^nn++++=expression
of ^in++++=of
both ^abx++++=both
Bcl ^np+++??+=Bcl-2
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
and ^cc++++=and
Bim ^np+++??+=Bim
but ^cc++++=but
no ^at++++=no
change ^nn++++=change
in ^in++++=in
Bcl ^np+++??+=Bcl-XL
- ^zz++++=EXTRAWORD
xl ^nn+++??+=EXTRAWORD
expression ^nn++++=expression
compared ^vbd+++xvbn+=compared
to ^in++++=to
the ^ati++++=the
sgctrl ^nn+++??+=sgCtrl
+ ^zz++++=+
group ^nn++++=group
( ^zz++++=(
Figures ^np++++=Figures
S3 ^np+++??+=S3
G ^zz++++=G
and ^cc++++=and
S3h ^np+++??+=S3H),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
resulting ^vbg+++xvbg+=resulting
in ^in++++=in
a ^at++++=a
trend ^nn++++=trend
to ^in++++=to
a ^at++++=a
higher ^jjr++++=higher
Bcl ^np+++??+=Bcl-XL/Bim
- ^zz++++=EXTRAWORD
xl ^nn+++??+=EXTRAWORD
ratio ^nn++++=ratio
in ^in++++=in
the ^ati++++=the
sgfli1 ^nn+++??+=sgFli1
+ ^zz++++=+
C9p14 ^np+++??+=C9P14
group ^nn++++=group
( ^zz++++=(
Figure ^np++++=Figure
S3 ^np+++??+=S3
H ^zz++++=H).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
no ^at++++=no
differences ^nns++++=differences
in ^in++++=in
expression ^nn++++=expression
of ^in++++=of
Bcl ^np+++??+=Bcl-2,
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Bcl ^np+++??+=Bcl-XL,
- ^zz++++=EXTRAWORD
xl ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
Bim ^np+++??+=Bim
in ^in++++=in
T ^zz++++=T
Eff ^np+++??+=EFF
or ^cc++++=or
T ^zz++++=T
Mp ^npt++++=MP
subsets ^nns+++??+=subsets
( ^zz++++=(
Figures ^np++++=Figures
S3 ^np+++??+=S3
I ^pp1a+pp1+++=I
and ^cc++++=and
S3j ^np+++??+=S3J)
) ^zz++++=EXTRAWORD
suggesting ^vbg+vpub++xvbg+=suggesting
that ^tht+vcmp+++=that
the ^ati++++=the
differences ^nns++++=differences
in ^in++++=in
total ^jj+atrb+++=total
C9p14 ^np+++??+=C9P14
populations ^nns++++=populations
reflect ^vb+vprv+++=reflect,
, ^zz++++=EXTRAWORD
in ^in++++=in
part ^nn++++=part,
, ^zz++++=EXTRAWORD
different ^jj+atrb+++=different
proportions ^nns++++=proportions
of ^in++++=of
terminal ^jj+atrb+++=terminal
T ^zz++++=T
Eff ^np+++??+=EFF
and ^cc++++=and
T ^zz++++=T
Mp ^npt++++=MP
. ^zz++++=.
These ^dt+dem+++=These
observations ^nns++++=observations
may ^md+pos+++=may
be ^vb+be+vrb++=be
consistent ^jj+pred+++=consistent
with ^in++++=with
the ^ati++++=the
observation ^nn++++=observation
that ^tht+ncmp+++=that
the ^ati++++=the
Bcl ^np+++??+=Bcl-XL/Bim
- ^zz++++=EXTRAWORD
xl ^nn+++??+=EXTRAWORD
ratio ^nn++++=ratio
may ^md+pos+++=may
be ^vb+be+vrb++=be
more ^rbr++++=more
important ^jj+pred+++=important
in ^in++++=in
terminal ^jj+atrb+++=terminal
T ^zz++++=T
Eff ^np+++??+=EFF
survival ^nn++++=survival
than ^in++++=than
the ^ati++++=the
Bcl ^np+++??+=Bcl-2/Bim
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
ratio ^nn++++=ratio
( ^zz++++=(
Chen ^np++++=Chen
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017
12 ^cd++++=12.
. ^zz++++=EXTRAWORD
Chen ^np+++??+=Chen,
, ^zz++++=EXTRAWORD
Z ^zz++++=Z.
. ^zz++++=EXTRAWORD
Stelekati ^np+++??+=Stelekati,
, ^zz++++=EXTRAWORD
E ^zz++++=E.
. ^zz++++=EXTRAWORD
Kurachi ^np+++??+=Kurachi,
, ^zz++++=EXTRAWORD
M ^zz++++=M.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
mir ^&fw++++=miR-150
- ^zz++++=EXTRAWORD
150 ^cd++++=EXTRAWORD
Regulates ^np+++??+=Regulates
Memory ^nn++++=Memory
Cd8 ^np+++??+=CD8
T ^zz++++=T
Cell ^nn++++=Cell
Differentiation ^nn++++=Differentiation
via ^in++++=via
c ^zz++++=c-Myb
- ^zz++++=EXTRAWORD
myb ^nn+++??+=EXTRAWORD
Cell ^nn++++=Cell
Rep ^np+++??+=Rep.
. ^zz++++=EXTRAWORD
2017 ^cd++++=2017;
; ^zz++++=EXTRAWORD
20 ^cd++++=20
: ^zz++++=:2584-2597
2584 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
2597 ^cd++++=EXTRAWORD
Full ^jj+atrb+++=Full
Text ^nn++++=Text
Full ^jj+atrb+++=Full
Text ^nn++++=Text
( ^zz++++=(PDF)
pdf ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
scopus ^np++++=Scopus
( ^zz++++=(36)
36 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
pubmed ^np++++=PubMed
google ^np++++=Google
scholar ^nn++++=Scholar
) ^zz++++=).
. ^zz++++=EXTRAWORD
