One ^cd1++++=One
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
aggregated ^vbd+++xvbn+=aggregated
polystyrene ^jj+atrb++??+=polystyrene
beads ^nns++++=beads
functionalized ^nn+++??+=functionalized
with ^in++++=with
Ccs ^nns++++=CCs
( ^zz++++=(
Obana ^np++++=Obana
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017
46 ^cd++++=46.
. ^zz++++=EXTRAWORD
Obana ^np+++??+=Obana,
, ^zz++++=EXTRAWORD
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Silverman ^np+++??+=Silverman,
, ^zz++++=EXTRAWORD
B.r ^np+++??+=B.R.
. ^zz++++=EXTRAWORD
Tirrell ^np+++??+=Tirrell,
, ^zz++++=EXTRAWORD
D.a ^np+++??+=D.A.
. ^zz++++=EXTRAWORD
Protein ^nn++++=Protein-Mediated
- ^zz++++=EXTRAWORD
mediated ^nn+++??+=EXTRAWORD
Colloidal ^np+++??+=Colloidal
Assembly ^nn++++=Assembly
J ^zz++++=J.
. ^zz++++=EXTRAWORD
Am ^vb+bem+vrb++=Am.
. ^zz++++=EXTRAWORD
Chem ^np+++??+=Chem.
. ^zz++++=EXTRAWORD
Soc ^np+++??+=Soc.
. ^zz++++=EXTRAWORD
2017 ^cd++++=2017;
; ^zz++++=EXTRAWORD
139 ^cd++++=139
: ^zz++++=:14251-14256
14251 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
14256 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(23)
23 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=).
. ^zz++++=EXTRAWORD
Veiga ^np+++??+=Veiga
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(
Veiga ^np++++=Veiga
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2003 ^cd++++=2003
66 ^cd++++=66.
. ^zz++++=EXTRAWORD
Veiga ^np+++??+=Veiga,
, ^zz++++=EXTRAWORD
E ^zz++++=E.
. ^zz++++=EXTRAWORD
De ^&fw++++=De
Lorenzo ^np+++??+=Lorenzo,
, ^zz++++=EXTRAWORD
V ^zz++++=V.
. ^zz++++=EXTRAWORD
Fern ^np+++??+=Fern
ndez ^nn+++??+=ndez,
, ^zz++++=EXTRAWORD
L.a ^np+++??+=L.A.
. ^zz++++=EXTRAWORD
Autotransporters ^np+++??+=Autotransporters
as ^ql++++=as
Scaffolds ^np+++??+=Scaffolds
for ^in++++=for
Novel ^nn++++=Novel
Bacterial ^jj+atrb+++=Bacterial
Adhesins ^np+++??+=Adhesins:
: ^zz++++=EXTRAWORD
Surface ^nn++++=Surface
Properties ^nns++++=Properties
of ^in++++=of
Escherichia ^np+++??+=Escherichia
coli ^&fw++++=coli
Cells ^nns++++=Cells
Displaying ^vwbg+++xvbg+=Displaying
Jun ^jj+atrb+++=Jun/Fos
Dimerization ^np+++??+=Dimerization
Domains ^nns++++=Domains
J ^zz++++=J.
. ^zz++++=EXTRAWORD
Bacteriol ^np+++??+=Bacteriol.
. ^zz++++=EXTRAWORD
2003 ^cd++++=2003;
; ^zz++++=EXTRAWORD
185 ^cd++++=185
: ^zz++++=:5585
5585 ^cd++++=EXTRAWORD
American ^jj+atrb+++=American
Society ^nn++++=Society
for ^in++++=for
Microbiology ^np+++??+=Microbiology
( ^zz++++=(ASM)
asm ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(40)
40 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=)
as ^ql++++=as
well ^rb++++=well
as ^ql++++=as
Kozlowski ^np+++??+=Kozlowski
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(
Kozlowski ^np++++=Kozlowski
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2021 ^cd++++=2021
35 ^cd++++=35.
. ^zz++++=EXTRAWORD
Kozlowski ^np+++??+=Kozlowski,
, ^zz++++=EXTRAWORD
M.t ^np+++??+=M.T.
. ^zz++++=EXTRAWORD
Silverman ^np+++??+=Silverman,
, ^zz++++=EXTRAWORD
B.r ^np+++??+=B.R.
. ^zz++++=EXTRAWORD
Johnstone ^np++++=Johnstone,
, ^zz++++=EXTRAWORD
C.p ^np+++??+=C.P.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Genetically ^np+++??+=Genetically
Programmable ^np+++??+=Programmable
Microbial ^np+++??+=Microbial
Assembly ^nn++++=Assembly
Acs ^np+++??+=ACS
Synthetic ^jj+atrb+++=Synthetic
Biology ^nn++++=Biology.
. ^zz++++=EXTRAWORD
American ^jj+atrb+++=American
Chemical ^jj+atrb+++=Chemical
Society ^nn++++=Society.
. ^zz++++=EXTRAWORD
2021 ^cd++++=2021;
; ^zz++++=EXTRAWORD
10 ^cd++++=10
: ^zz++++=:1351-1359
1351 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
1359 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=)
further ^jjb++++=further
demonstrated ^jj+++xvbn+=demonstrated
the ^ati++++=the
potential ^nn++++=potential
of ^in++++=of
using ^xvbg+++xvbg+=using
Ccs ^nns++++=CCs
for ^in++++=for
synthetic ^jj+atrb+++=synthetic
adhesions ^nns+++??+=adhesions
by ^in++++=by
presenting ^xvbg+++xvbg+=presenting
the ^ati++++=the
Cc ^nn++++=CC
pairs ^nns++++=pairs
Jun ^jj++++=Jun/Fos
and ^cc++++=and
Z17 ^np+++??+=Z17/Z18
respectively ^rb++++=respectively
to ^in++++=to
the ^ati++++=the
cell ^nn++++=cell
surface ^nn++++=surface
of ^in++++=of
E ^zz++++=E.
. ^zz++++=EXTRAWORD
coli ^&fw++++=coli
and ^cc++++=and
demonstrating ^vbg+++xvbg+=demonstrating
aggregation ^nn++++=aggregation.
. ^zz++++=EXTRAWORD
Due ^jj+cmpx+++=Due
to ^to+jcmp+++=to
their ^pp$+pp3+++=their
well ^rb++++=well-understood
- ^zz++++=EXTRAWORD
understood ^vbd+vprv++xvbn+=EXTRAWORD
pairing ^nn+++??+=pairing
rules ^nns++++=rules,
, ^zz++++=EXTRAWORD
collections ^nns++++=collections
of ^in++++=of
orthogonal ^jj+atrb+++=orthogonal
Cc ^nn++++=CC
peptide ^nn+++??+=peptide
pairs ^nns++++=pairs
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
engineered ^vpsv++agls+xvbnx+=engineered
and ^cc++++=and
characterized ^nn+++??+=characterized
by ^in++++=by
numerous ^jj+atrb+++=numerous
research ^nn++++=research
groups ^nns++++=groups
( ^zz++++=(
Thompson ^np++++=Thompson
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2012 ^cd++++=2012
61 ^cd++++=61.
. ^zz++++=EXTRAWORD
Thompson ^np++++=Thompson,
, ^zz++++=EXTRAWORD
K.e ^np+++??+=K.E.
. ^zz++++=EXTRAWORD
Bashor ^np+++??+=Bashor,
, ^zz++++=EXTRAWORD
C.j ^np+++??+=C.J.
. ^zz++++=EXTRAWORD
Lim ^np+++??+=Lim,
, ^zz++++=EXTRAWORD
W.a ^np+++??+=W.A.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Synzip ^np+++??+=Synzip
protein ^nn++++=protein
interaction ^nn++++=interaction
toolbox ^nn+++??+=toolbox:
: ^zz++++=EXTRAWORD
In ^in++++=In
vitro ^nn+++??+=vitro
and ^cc++++=and
in ^in++++=in
vivo ^rb"++++=vivo
specifications ^nns++++=specifications
of ^in++++=of
heterospecific ^nn+++??+=heterospecific
coiled ^vwbn+++xvbn+=coiled-coil
- ^zz++++=EXTRAWORD
coil ^vb++++=EXTRAWORD
interaction ^nn++++=interaction
domains ^nns++++=domains
Acs ^np+++??+=ACS
Synth ^np+++??+=Synth.
. ^zz++++=EXTRAWORD
Biol ^np+++??+=Biol.
. ^zz++++=EXTRAWORD
2012 ^cd++++=2012;
; ^zz++++=EXTRAWORD
1 ^zz++++=1
: ^zz++++=:118-129
118 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
129 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(154)
154 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
; ^zz++++=;
Fink ^np+++??+=Fink
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018
18 ^cd++++=18.
. ^zz++++=EXTRAWORD
Fink ^np+++??+=Fink,
, ^zz++++=EXTRAWORD
T ^zz++++=T.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Lonzari ^np+++??+=Lonzari
, ^zz++++=,
J ^zz++++=J.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Praznik ^np+++??+=Praznik,
, ^zz++++=EXTRAWORD
A ^at++++=A.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Plaper ^np+++??+=Plaper,
, ^zz++++=EXTRAWORD
T ^zz++++=T.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Merljak ^np+++??+=Merljak,
, ^zz++++=EXTRAWORD
E ^zz++++=E.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Leben ^np+++??+=Leben,
, ^zz++++=EXTRAWORD
K ^zz++++=K.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Jerala ^np+++??+=Jerala,
, ^zz++++=EXTRAWORD
N ^zz++++=N.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Lebar ^np+++??+=Lebar,
, ^zz++++=EXTRAWORD
T ^zz++++=T.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Strm ^np+++??+=Strm
ek ^nn+++??+=ek,
, ^zz++++=EXTRAWORD
Z ^zz++++=Z.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Lapenta ^np+++??+=Lapenta,
, ^zz++++=EXTRAWORD
F ^zz++++=F.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2018)
2018 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Design ^nn++++=Design
of ^in++++=of
fast ^jj+atrb+++=fast
proteolysis ^nns+++??+=proteolysis-based
- ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=EXTRAWORD
signaling ^nn+++??+=signaling
and ^cc++++=and
logic ^nn++++=logic
circuits ^nns++++=circuits
in ^in++++=in
mammalian ^nn+++??+=mammalian
cells ^nns++++=cells
, ^zz++++=,
Nat ^np++++=Nat.
. ^zz++++=EXTRAWORD
Chem ^np+++??+=Chem.
. ^zz++++=EXTRAWORD
Biol ^np+++??+=Biol.
. ^zz++++=EXTRAWORD
2018 ^cd++++=2018
15:2 ^cd++++=15:2.
. ^zz++++=EXTRAWORD
Nature ^nn++++=Nature
Publishing ^vwbg+++xvbg+=Publishing
Group ^nn++++=Group,
, ^zz++++=EXTRAWORD
15 ^cd++++=15,
, ^zz++++=EXTRAWORD
pp ^nns++++=pp.
. ^zz++++=EXTRAWORD
115 ^cd++++=115
122 ^cd++++=122.
. ^zz++++=EXTRAWORD
doi ^nn+++??+=doi:
: ^zz++++=EXTRAWORD
10.1038 ^cd++++=10.1038/s41589-018-0181-6
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
; ^zz++++=;
Z ^zz++++=Z.
. ^zz++++=EXTRAWORD
Chen ^np+++??+=Chen
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2019b ^cd++++=2019b
14 ^cd++++=14.
. ^zz++++=EXTRAWORD
Chen ^np+++??+=Chen,
, ^zz++++=EXTRAWORD
Z ^zz++++=Z.
. ^zz++++=EXTRAWORD
Boyken ^np+++??+=Boyken,
, ^zz++++=EXTRAWORD
S.e ^np+++??+=S.E.
. ^zz++++=EXTRAWORD
Jia ^np+++??+=Jia,
, ^zz++++=EXTRAWORD
M ^zz++++=M.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Programmable ^np+++??+=Programmable
design ^nn++++=design
of ^in++++=of
orthogonal ^jj+atrb+++=orthogonal
protein ^nn++++=protein
heterodimers ^nns+++??+=heterodimers
, ^zz++++=,
Nature ^nn++++=Nature
Nature ^nn++++=Nature
Publishing ^vwbg+++xvbg+=Publishing
Group ^nn++++=Group.
. ^zz++++=EXTRAWORD
2019 ^cd++++=2019;
; ^zz++++=EXTRAWORD
565 ^cd++++=565
: ^zz++++=:106-111
106 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
111 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(113)
113 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
; ^zz++++=;
Lebar ^np+++??+=Lebar
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020
38 ^cd++++=38.
. ^zz++++=EXTRAWORD
Lebar ^np+++??+=Lebar,
, ^zz++++=EXTRAWORD
T ^zz++++=T.
. ^zz++++=EXTRAWORD
Lainscek ^np+++??+=Lainscek,
, ^zz++++=EXTRAWORD
D ^zz++++=D.
. ^zz++++=EXTRAWORD
Merljak ^np+++??+=Merljak,
, ^zz++++=EXTRAWORD
E ^zz++++=E.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
tunable ^nn+++??+=tunable
orthogonal ^jj++++=orthogonal
coiled ^jj+++xvbn+=coiled-coil
- ^zz++++=EXTRAWORD
coil ^vb++++=EXTRAWORD
interaction ^nn++++=interaction
toolbox ^nn+++??+=toolbox
for ^in++++=for
engineering ^nn++++=engineering
mammalian ^nn+++??+=mammalian
cells ^nns++++=cells
, ^zz++++=,
Nature ^nn++++=Nature
Chemical ^jj+atrb+++=Chemical
Biology ^nn++++=Biology
Nature ^nn++++=Nature
Research ^nn++++=Research.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020;
; ^zz++++=EXTRAWORD
16 ^cd++++=16
: ^zz++++=:513-519
513 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
519 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(68)
68 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=),
, ^zz++++=EXTRAWORD
making ^jj+++xvbg+=making
them ^pp3o+pp3+++=them
a ^at++++=a
potential ^jj+atrb+++=potential
treasure ^nn++++=treasure
trove ^nn++++=trove
for ^in++++=for
inducing ^vbg+++xvbg+=inducing
specific ^jj+atrb+++=specific
cell ^nn++++=cell-cell
- ^zz++++=EXTRAWORD
cell ^nn++++=EXTRAWORD
interactions ^nns++++=interactions.
. ^zz++++=EXTRAWORD
