Second ^rb+cnj+++=Second,
lesions ^nns+++??+=lesions
or ^cc++++=or
nonprostatic ^jj+atrb+++=nonprostatic
tissue ^nn++++=tissue
were ^vbd+bed+aux++=were
not ^xnot++not++=not
specifically ^rb++++=specifically
assessed ^vbd+++xvbn+=assessed.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
cases ^nns++++=cases
with ^in++++=with
potential ^jj+atrb+++=potential
pitfalls ^nns++++=pitfalls
were ^vbd+bed+aux++=were
not ^xnot++not++=not
excluded ^vbd+++xvbn+=excluded,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
of ^in++++=of
interest ^nn++++=interest
to ^in++++=to
further ^jjb++++=further
examine ^vb++++=examine
algorithm ^jj+atrb++??+=algorithm
performance ^nn+nom+++=performance
on ^in++++=on
such ^abl++++=such
cases ^nns++++=cases
( ^zz++++=(for
for ^in++++=EXTRAWORD
example ^nn++++=example,
, ^zz++++=EXTRAWORD
benign ^jj+atrb+++=benign
mimickers ^nns+nom+++=mimickers,
, ^zz++++=EXTRAWORD
severe ^jj+atrb+++=severe
inflammation ^nn+nom+++=inflammation,
, ^zz++++=EXTRAWORD
high ^jj++++=high-grade
- ^zz++++=EXTRAWORD
grade ^nn++++=EXTRAWORD
prostatic ^jj+atrb+++=prostatic
intraepithelial ^jj+atrb+++=intraepithelial
neoplasia ^nn+++??+=neoplasia,
, ^zz++++=EXTRAWORD
partial ^jj+atrb+++=partial
atrophy ^nn+++??+=atrophy)
) ^zz++++=EXTRAWORD
and ^cc++++=and
to ^to++++=to
investigate ^nn+nom+++=investigate
which ^whp+who+++=which
patterns ^nns++++=patterns
consistently ^rb++++=consistently
result ^nn++++=result
in ^in++++=in
classification ^nn+nom+++=classification
errors ^nns++++=errors.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
not ^xnot++not++=not
quantitatively ^rb++++=quantitatively
assessed ^vbd+++xvbn+=assessed,
, ^zz++++=EXTRAWORD
an ^at++++=an
analysis ^nn++++=analysis
of ^in++++=of
cases ^nns++++=cases
with ^in++++=with
frequent ^jj+atrb+++=frequent
miscalls ^nns+++??+=miscalls
showed ^vbd+vprv++xvbn+=showed
that ^tht+vcmp+++=that
these ^dt+dem+++=these
cases ^nns++++=cases
often ^rb++++=often
contained ^xvbn+++xvbn+=contained
patterns ^nns++++=patterns
such ^abl++++=such
as ^ql++++=as
cutting ^jj+atrb++xvbg+=cutting
artifacts ^nns+++??+=artifacts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
different ^jj++++=different
inflammatory ^jj++++=inflammatory
and ^cc++++=and
other ^ap++++=other
biological ^jj+atrb+++=biological
processes ^nns+nom+++=processes
all ^abn++++=all
common ^jj+atrb+++=common
occurrences ^nns+nom+++=occurrences
within ^in++++=within
pathology ^nn++++=pathology
that ^tht+rel+subj++=that
could ^md+pos+++=could
have ^vb+hv+aux++=have
resulted ^vprf+++xvbnx+=resulted
in ^in++++=in
the ^ati++++=the
algorithms ^nns+++??+=algorithms
miscalls ^nns+++??+=miscalls.
. ^zz++++=EXTRAWORD
A ^at++++=A
comprehensive ^jj++++=comprehensive
understanding ^jj+++xvbg+=understanding
of ^in++++=of
potential ^jj+atrb+++=potential
error ^nn++++=error
modes ^nns++++=modes
is ^vbz+bez+vrb++=is
especially ^rb++++=especially
important ^jj+pred+++=important
when ^wrb+who+++=when
these ^dt+dem+++=these
algorithms ^nns+++??+=algorithms
leave ^vb++++=leave
controlled ^vbd+++xvbn+=controlled
research ^nn++++=research
settings ^nns++++=settings
and ^cc++++=and
are ^vb+ber+aux++=are
used ^vpsv++agls+xvbnx+=used
in ^in++++=in
clinical ^jj+atrb+++=clinical
settings ^nns++++=settings.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
future ^jjb+atrb+++=future
research ^nn++++=research
should ^md+nec+++=should
more ^rbr++splt++=more
extensively ^rb++++=extensively
assess ^vb++++=assess
what ^wdt+who+++=what
common ^jj+atrb+++=common
tissue ^nn++++=tissue
patterns ^nns++++=patterns
in ^in++++=in
pathology ^nn++++=pathology
routinely ^rb++++=routinely
affect ^vb++++=affect
algorithm ^jj+atrb++??+=algorithm
performance ^nn+nom+++=performance,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
the ^ati++++=the
same ^ap++++=same
patterns ^nns++++=patterns
that ^tht+rel+subj++=that
are ^vb+ber+vrb++=are
notoriously ^rb++++=notoriously
difficult ^jj+pred+++=difficult
for ^in++++=for
pathologists ^nns+nom+++=pathologists
and ^cc+cls+++=and
how ^wrb+who+++=how
we ^pp1a+pp1+++=we
can ^md+pos+++=can
build ^vb++++=build
safeguards ^nns++++=safeguards
to ^in++++=to
prevent ^nn++++=prevent
such ^abl++++=such
errors ^nns++++=errors.
. ^zz++++=EXTRAWORD
