One ^cd1++++=One
N ^zz++++=N
start ^vb++++=start
= ^zz++++==
141 ^cd++++=141,
, ^zz++++=EXTRAWORD
N ^zz++++=N
north ^nr+pl+++=north
= ^zz++++==
103 ^cd++++=103).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
9 ^zz++++=9
I ^pp1a+pp1+++=I
maintain ^vb+vpub+tht0++=maintain
my ^pp$+pp1+++=my
focus ^nn++++=focus
on ^in++++=on
F1 ^np+++??+=F1
and ^cc++++=and
F2 ^np+++??+=F2
but ^cc++++=but
also ^rb++++=also
add ^vb+vpub+++=add
vowel ^jj+atrb++??+=vowel
duration ^nn++++=duration
, ^zz++++=,
z ^zz++++=z-score
- ^zz++++=EXTRAWORD
score ^nn++++=EXTRAWORD
normalized ^nn+++??+=normalized
by ^in++++=by
speaker ^nn++++=speaker,
, ^zz++++=EXTRAWORD
to ^in++++=to
this ^dt+dem+++=this
set ^nn+++xvbn+=set
of ^in++++=of
variables ^nns++++=variables.
. ^zz++++=EXTRAWORD
Combining ^vbg+++xvbg+=Combining
these ^dt+dem+++=these
three ^cd++++=three
measures ^nns++++=measures
into ^in++++=into
a ^at++++=a
Manova ^np+++??+=MANOVA
yields ^vbz++++=yields
a ^at++++=a
Pillai ^np+++??+=Pillai
score ^nn++++=score
of ^in++++=of
0.054 ^nn+++??+=0.054,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
indicates ^vbz+vpub+++=indicates
extensive ^jj+atrb+++=extensive
overlap ^nn++++=overlap.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
unsurprising ^nn+++??+=unsurprising,
, ^zz++++=EXTRAWORD
as ^ql++++=as
each ^dt++++=each
of ^in++++=of
these ^dt+dem+++=these
speakers ^nns++++=speakers
showed ^vbd+vprv++xvbn+=showed
extensive ^jj+atrb+++=extensive
overlap ^nn++++=overlap
in ^in++++=in
F1 ^np+++??+=F1/F2,
but ^cc++++=but
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
useful ^jj+pred+++=useful
to ^to+jcmp+++=to
observe ^vbi+vprv+++=observe
that ^tht+vcmp+++=that
the ^ati++++=the
distribution ^nn++++=distribution
of ^in++++=of
tokens ^nns++++=tokens
in ^in++++=in
the ^ati++++=the
pooled ^jj+atrb++xvbn+=pooled
data ^nns++++=data
reflects ^vbz++++=reflects
individual ^jj+atrb+++=individual
speakers ^nns++++=speakers
distributions ^nns++++=distributions.
. ^zz++++=EXTRAWORD
Despite ^in++++=Despite
the ^ati++++=the
low ^jj+atrb+++=low
Pillai ^np+++??+=Pillai
score ^nn++++=score,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Manova ^np+++??+=MANOVA
shows ^vbz+vprv+++=shows
a ^at++++=a
significant ^jj+atrb+++=significant
effect ^nn++++=effect
of ^in++++=of
vowel ^nn+++??+=vowel
( ^zz++++=(F
f ^zz++++=EXTRAWORD
= ^zz++++==
4.5357 ^cd++++=4.5357,
, ^zz++++=EXTRAWORD
p ^zz++++=p
= ^zz++++==
0.0041 ^nn+++??+=0.0041).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
means ^vbz++++=means
that ^tht+rel+++=that
while ^cs+sub+++=while
the ^ati++++=the
overlap ^nn++++=overlap
in ^in++++=in
production ^nn++++=production
is ^vbz+bez+vrb++=is
near ^in+pl+++=near
total ^jj++++=total,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
still ^rb++++=still
a ^at++++=a
mean ^jj+atrb+++=mean
difference ^nn++++=difference
in ^in++++=in
production ^nn++++=production.
. ^zz++++=EXTRAWORD
Within ^in++++=Within
this ^dt+dem+++=this
model ^nn++++=model,
, ^zz++++=EXTRAWORD
the ^ati++++=the
vowels ^nns++++=vowels
significantly ^rb++++=significantly
differ ^vb++++=differ
in ^in++++=in
F1 ^np+++??+=F1
( ^zz++++=(F
f ^zz++++=EXTRAWORD
= ^zz++++==
5.2577 ^cd++++=5.2577,
, ^zz++++=EXTRAWORD
p ^zz++++=p
= ^zz++++==
0.0227 ^nn+++??+=0.0227)
) ^zz++++=EXTRAWORD
and ^cc++++=and
F2 ^np+++??+=F2
( ^zz++++=(F
f ^zz++++=EXTRAWORD
= ^zz++++==
4.3662 ^cd++++=4.3662,
, ^zz++++=EXTRAWORD
p ^zz++++=p
= ^zz++++==
0.0377 ^nn+++??+=0.0377),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
duration ^nn++++=duration
( ^zz++++=(F
f ^zz++++=EXTRAWORD
= ^zz++++==
1.9077 ^cd++++=1.9077,
, ^zz++++=EXTRAWORD
p ^zz++++=p
= ^zz++++==
0.1685 ^nn+++??+=0.1685).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
closer ^rbr++++=closer
examination ^nn++++=examination
of ^in++++=of
the ^ati++++=the
data ^nns++++=data
indicates ^vbz+vpub+tht0++=indicates
that ^tht+vcmp+++=that
start ^vb++++=start
and ^cc++++=and
north ^nr+pl+++=north
had ^vb+hv+vrb++=had
distinct ^jj+atrb+++=distinct
mean ^nn++++=mean
productions ^nns++++=productions
even ^rb++++=even
among ^in++++=among
speakers ^nns++++=speakers
whose ^whp+rel+obj++=whose
vowel ^nn+++??+=vowel
production ^nn++++=production
overlapped ^vbd+++xvbn+=overlapped
extensively ^rb++++=extensively.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
popular ^jj+atrb+++=popular
description ^nn++++=description
of ^in++++=of
start ^nn++++=start
and ^cc++++=and
north ^nr+pl+++=north
as ^cs+sub+++=as
merged ^jj+++xvbn+=merged
is ^vbz+bez+aux++=is
backed ^vpsv++agls+xvbnx+=backed
up ^rp++++=up
by ^in++++=by
perception ^nn++++=perception
data ^nns++++=data,
, ^zz++++=EXTRAWORD
the ^ati++++=the
slight ^jj+atrb+++=slight
distinction ^nn++++=distinction
in ^in++++=in
production ^nn++++=production
between ^in++++=between
start ^nn++++=start
and ^cc++++=and
north ^np+pl+++=north
would ^md+prd+++=would
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
indicate ^vbi+vprv+++=indicate
near ^rb++++=near
merger ^nn++++=merger
rather ^rb++++=rather
than ^in++++=than
complete ^jj+atrb+++=complete
merger ^nn++++=merger.
. ^zz++++=EXTRAWORD
