One ^cd1++++=One
a ^at++++=a
non ^&fw++++=non-third
- ^zz++++=EXTRAWORD
third ^od++++=EXTRAWORD
person ^nn++++=person
singular ^nn++++=singular
subject ^nn++++=subject/verb
in ^in++++=in
the ^ati++++=the
anchor ^nn++++=anchor
clause ^nn++++=clause
and ^cc++++=and
a ^at++++=a
third ^nn++++=third
person ^nn++++=person
singular ^nn++++=singular
verb ^nn++++=verb
in ^in++++=in
the ^ati++++=the
tag ^nn++++=tag.
. ^zz++++=EXTRAWORD
Weren ^np+++??+=Weren
t ^zz++++=t
and ^cc++++=and
werenit ^nn+++??+=werenit
are ^vb+ber+aux++=are
also ^rb++splt++=also
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
tags ^nns++++=tags
attached ^vbd+++xvbn+=attached
to ^in++++=to
third ^od++++=third
person ^nn++++=person
singular ^nn++++=singular
anchor ^nn++++=anchor
clauses ^nns++++=clauses
in ^in++++=in
both ^abx++++=both
the ^ati++++=the
Glasgow ^np++++=Glasgow
and ^cc++++=and
the ^ati++++=the
Tyneside ^np++++=Tyneside
data ^nns++++=data,
, ^zz++++=EXTRAWORD
mirroring ^nn+++??+=mirroring
a ^at++++=a
widespread ^jj+atrb+++=widespread
tendency ^nn++++=tendency
in ^in++++=in
English ^nn++++=English
for ^in++++=for
negative ^jj+atrb+++=negative
tags ^nns++++=tags
to ^to++++=to
promote ^vbi++++=promote
non ^&fw++++=non-standard
- ^zz++++=EXTRAWORD
standard ^jj++++=EXTRAWORD
were ^vbd+bed+vrb++=were
usage ^nn++++=usage
( ^zz++++=(
Tagliamonte ^np++++=Tagliamonte
1998 ^cd+date+++=1998
; ^zz++++=;
Cheshire ^np++++=Cheshire
& ^zz++++=&
Fox ^nn++++=Fox
2009 ^cd++++=2009
; ^zz++++=;
Moore ^np++++=Moore
2010 ^cd++++=2010
) ^zz++++=).
. ^zz++++=EXTRAWORD
Tags ^nns++++=Tags
that ^tht+rel+subj++=that
are ^vb+ber+vrb++=are
semiconstitute ^nn+++??+=semiconstitute
only ^rb+down+++=only
5.5 ^cd++++=5.5
percent ^nnu++++=percent
of ^in++++=of
the ^ati++++=the
total ^jj+atrb+++=total
dataset ^nn+++??+=dataset
( ^zz++++=(55/1009),
55 ^cd++++=EXTRAWORD
so ^ql++++=so
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
excluded ^vpsv++agls+xvbnx+=excluded
from ^in++++=from
further ^jjb+atrb+++=further
analysis ^nn++++=analysis,
, ^zz++++=EXTRAWORD
as ^ql++++=as
are ^vb+ber+vrb++=are
the ^ati++++=the
tags ^nns++++=tags
with ^in++++=with
ambiguous ^jj+atrb+++=ambiguous
paradigmaticity ^nn+++??+=paradigmaticity
that ^tht+rel+subj++=that
were ^vbd+bed+aux++=were
excluded ^vpsv++agls+xvbnx+=excluded
earlier ^jjr++++=earlier
( ^zz++++=(4.2
4.2 ^cd++++=EXTRAWORD
percent ^nnu++++=percent,
, ^zz++++=EXTRAWORD
43 ^cd++++=43/1009).
Subsequent ^jj+atrb+++=Subsequent
analyses ^nns++++=analyses
will ^md+prd+++=will
be ^vb+be+aux++=be
based ^xvbn+++xvbn+=based
on ^in++++=on
the ^ati++++=the
remaining ^jj++++=remaining
911 ^cd++++=911
tokens ^nns++++=tokens.
. ^zz++++=EXTRAWORD
