One ^cd1++++=One
to ^to++++=to
represent ^vbi++++=represent
the ^ati++++=the
proportion ^nn+nom+++=proportion
of ^in++++=of
nonglobin ^nn+++??+=nonglobin
reads ^vbz++++=reads.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
in ^in++++=in
some ^dti++++=some
circumstances ^nns+nom+++=circumstances,
, ^zz++++=EXTRAWORD
normalization ^nn+nom+++=normalization
by ^in++++=by
read ^vb+vprv++xvbn+=read
count ^npt++++=count
may ^md+pos+++=may
lead ^vb++++=lead
to ^in++++=to
faulty ^jj+atrb+++=faulty
conclusions ^nns++++=conclusions
if ^cs+cnd+++=if
the ^ati++++=the
total ^jj+atrb+++=total
mrna ^nn+++??+=mRNA
differs ^nns+nom+++=differs
between ^in++++=between
samples ^nns++++=samples
for ^in++++=for
biological ^jj+atrb+++=biological
reasons ^nns++++=reasons;
; ^zz++++=EXTRAWORD
for ^in++++=for
example ^nn++++=example,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
some ^dti++++=some
prevalent ^jj+atrb+++=prevalent
genes ^nns++++=genes
are ^vb+ber+aux++=are
upregulated ^vpsv++agls+xvbnx+=upregulated
in ^in++++=in
one ^cd1++++=one
sample ^nn++++=sample
this ^dt+pdem+++=this
could ^md+pos+++=could
instead ^rb+cnj+++=instead
be ^vb+be+aux++=be
interpreted ^vpsv++agls+xvbnx+=interpreted
as ^ql++++=as
a ^at++++=a
downregulation ^nn+nom+++=downregulation
of ^in++++=of
the ^ati++++=the
remaining ^jj+atrb++xvbg+=remaining
genes ^nns++++=genes,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
these ^dt+dem+++=these
transcript ^nn++++=transcript
proportions ^nns+nom+++=proportions
would ^md+prd+++=would
decrease ^vb++++=decrease.
. ^zz++++=EXTRAWORD
To ^to++++=To
avoid ^vbi++++=avoid
this ^dt+dem+++=this
issue ^nn++++=issue,
, ^zz++++=EXTRAWORD
a ^at++++=a
number ^nn++++=number
of ^in++++=of
other ^ap++++=other
normalization ^nn+nom+++=normalization
procedures ^nns++++=procedures
are ^vb+ber+vrb++=are
possible ^jj+pred+++=possible,
, ^zz++++=EXTRAWORD
including ^in++++=including
normalizing ^xvbg+++xvbg+=normalizing
or ^cc++++=or
controlling ^xvbg+++xvbg+=controlling
for ^in++++=for
sample ^nn++++=sample
Rna ^np+++??+=RNA
concentration ^nn+nom+++=concentration
while ^cs+sub+++=while
also ^rb++++=also
normalizing ^jj+++xvbg+=normalizing
for ^in++++=for
library ^nn+nom+++=library
size ^nn++++=size.
. ^zz++++=EXTRAWORD
Other ^ap++++=Other
approaches ^nns++++=approaches
include ^vb++++=include
normalization ^nn+nom+++=normalization
for ^in++++=for
housekeeping ^xvbg+++xvbg+=housekeeping
genes ^nns++++=genes
( ^zz++++=(genes
genes ^nns++++=EXTRAWORD
thought ^vbd+++xvbn+=thought
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
expressed ^vpsv++agls+xvbnx+=expressed
at ^rb++++=at
relatively ^rb++++=relatively
constant ^jj+atrb+++=constant
levels ^nns++++=levels
across ^in+pl+++=across
cells ^nns++++=cells),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
normalization ^nn+nom+++=normalization
based ^vwbn+++xvbn+=based
on ^in++++=on
distribution ^nn+nom+++=distribution
( ^zz++++=(quantile
quantile ^nn+++??+=EXTRAWORD
normalization ^nn+nom+++=normalization),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
normalization ^nn+nom+++=normalization
based ^vwbn+++xvbn+=based
on ^in++++=on
cell ^nn++++=cell-type
- ^zz++++=EXTRAWORD
type ^nn++++=EXTRAWORD
specific ^jj+atrb+++=specific
genes ^nns++++=genes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
normalization ^nn+nom+++=normalization
based ^vwbn+++xvbn+=based
on ^in++++=on
cell ^nn++++=cell
counts ^vbz++++=counts
measured ^vbd+++xvbn+=measured
independently ^rb++++=independently
in ^in++++=in
the ^ati++++=the
sample ^nn++++=sample
( ^zz++++=(Dillies
dillies ^nns+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2013 ^cd++++=2013
; ^zz++++=;
Eisenberg ^np+++??+=Eisenberg
& ^zz++++=&
Levanon ^np+++??+=Levanon,
, ^zz++++=EXTRAWORD
2013 ^cd++++=2013
; ^zz++++=;
evans ^np++++=Evans
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018
) ^zz++++=).
. ^zz++++=EXTRAWORD
