Using ^vbg+++xvbg+=Using
methionine ^nn+++??+=methionine
amino ^nn+++??+=amino
acids ^nns++++=acids,
, ^zz++++=EXTRAWORD
including ^in++++=including
Met146 ^np+++??+=Met146,
, ^zz++++=EXTRAWORD
Met154 ^np+++??+=Met154,
, ^zz++++=EXTRAWORD
His277 ^np+++??+=His277,
, ^zz++++=EXTRAWORD
His324 ^np+++??+=His324,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Met326 ^np+++??+=Met326,
, ^zz++++=EXTRAWORD
arranged ^vpbn+vsua++xvbn+=arranged
with ^in++++=with
the ^ati++++=the
side ^nn++++=side
chains ^nns++++=chains
pointing ^vwbg+++xvbg+=pointing
toward ^in++++=toward
one ^cd1++++=one
another ^dt++++=another.
. ^zz++++=EXTRAWORD
Most ^ap+emph+++=Most
of ^in++++=of
these ^dt+dem+++=these
amino ^nn+++??+=amino
acids ^nns++++=acids
are ^vb+ber+aux++=are
highly ^rb+amp+splt++=highly
conserved ^vpsv++agls+xvbnx+=conserved
in ^in++++=in
vertebrate ^nn+++??+=vertebrate
Muc2 ^np+++??+=MUC2
orthologs ^nns+++??+=orthologs
( ^zz++++=(
Figure ^np++++=Figure
1 ^zz++++=1
C ^zz++++=C).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Inspection ^nn++++=Inspection
of ^in++++=of
human ^jj+atrb+++=human
mucin ^nn+++??+=mucin
paralogs ^nns+++??+=paralogs
revealed ^vbd+vprv++xvbn+=revealed
that ^tht+vcmp+++=that
the ^ati++++=the
histidines ^nns+++??+=histidines
are ^vb+ber+aux++=are
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
other ^ap++++=other
gel ^nn++++=gel-forming
- ^zz++++=EXTRAWORD
forming ^vbg+++xvbg+=EXTRAWORD
mucins ^nns+++??+=mucins
( ^zz++++=(i.e.,
i.e ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Muc5ac ^np+++??+=MUC5AC
and ^cc++++=and
Muc5b ^np+++??+=MUC5B),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
methionines ^nns+++??+=methionines
are ^vb+ber+aux++=are
largely ^rb++splt++=largely
restricted ^vpsv++agls+xvbnx+=restricted
to ^in++++=to
Muc2 ^np+++??+=MUC2
( ^zz++++=(
Figure ^np++++=Figure
1 ^zz++++=1
D ^zz++++=D).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
genetic ^jj+atrb+++=genetic
code ^nn++++=code,
, ^zz++++=EXTRAWORD
histidine ^nn+++??+=histidine
is ^vbz+bez+aux++=is
represented ^vpsv++by+xvbnx+=represented
by ^in++++=by
two ^cd++++=two
codons ^nns+++??+=codons
and ^cc++++=and
methionine ^nn+++??+=methionine
by ^in++++=by
only ^rb+down+++=only
one ^pn++++=one,
, ^zz++++=EXTRAWORD
so ^ql++++=so
these ^dt+dem+++=these
amino ^nn+++??+=amino
acids ^nns++++=acids
could ^md+pos+++=could
readily ^rb++++=readily
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
replaced ^vpsv++agls+xvbnx+=replaced
in ^in++++=in
evolution ^nn++++=evolution
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
under ^in++++=under
strong ^jj+atrb+++=strong
functional ^jj+atrb+++=functional
selection ^nn++++=selection.
. ^zz++++=EXTRAWORD
