One ^cd1++++=One
might ^md+pos+++=might
be ^vb+be+vrb++=be
difficult ^jj+pred+++=difficult
or ^cc+phrs+++=or
impractical ^jj++++=impractical
to ^to++++=to
establish ^vbi+vprv+++=establish,
, ^zz++++=EXTRAWORD
interventions ^nns+nom+++=interventions
employing ^xvbg+++xvbg+=employing
imagined ^vprf+++xvbn+=imagined
contact ^nn++++=contact
scenarios ^nns+++??+=scenarios
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
be ^vbi++vrb++=be
promising ^jj+pred+++=promising.
. ^zz++++=EXTRAWORD
Past ^jjb+atrb+++=Past
research ^nn++++=research
has ^vbz+hvz+aux++=has
demonstrated ^vprf++tht0+xvbnx+=demonstrated
that ^tht+vcmp+++=that
repeated ^vbd+++xvbn+=repeated
imagining ^vbg+vprv++xvbg+=imagining
of ^in++++=of
positive ^jj+atrb+++=positive
encounters ^nns+nom+++=encounters
with ^in++++=with
members ^nns+nom+++=members
of ^in++++=of
the ^ati++++=the
conflicted ^jj+atrb++xvbn+=conflicted
group ^nn++++=group
leads ^nns++++=leads
to ^in++++=to
both ^abx++++=both
a ^at++++=a
decrease ^nn++++=decrease
in ^in++++=in
outgroup ^nn+++??+=outgroup
prejudice ^nn++++=prejudice
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
to ^in++++=to
greater ^jjr+atrb+++=greater
intentions ^nns+nom+++=intentions
to ^to++++=to
engage ^vbi++++=engage
in ^in++++=in
future ^jjb+atrb+++=future
contact ^nn++++=contact
( ^zz++++=(e.g.,
e.g ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
context ^nn++++=context
of ^in++++=of
Greek ^jj++++=Greek-Turkish
- ^zz++++=EXTRAWORD
turkish ^jj+atrb+++=EXTRAWORD
relations ^nns+nom+++=relations
in ^in++++=in
Cyprus ^np++++=Cyprus;
; ^zz++++=EXTRAWORD
Husnu ^np+++??+=Husnu
& ^zz++++=&
Crisp ^jj++++=Crisp,
, ^zz++++=EXTRAWORD
2010 ^cd++++=2010
, ^zz++++=,
2015 ^cd++++=2015
) ^zz++++=).
. ^zz++++=EXTRAWORD
2 ^zz++++=2
Alternatively ^rb+cnj+++=Alternatively,
, ^zz++++=EXTRAWORD
contact ^nn++++=contact
intentions ^nns+nom+++=intentions
among ^in++++=among
historically ^rb++++=historically
victimized ^jj+atrb++xvbn+=victimized
groups ^nns++++=groups
can ^md+pos+++=can
be ^vb+be+aux++=be
facilitated ^vpsv++by+xvbnx+=facilitated
by ^in++++=by
encouraging ^jj+atrb+++=encouraging
victim ^nn++++=victim
group ^nn++++=group
members ^nns+nom+++=members
to ^to++++=to
think ^vbi+vprv+++=think
about ^in++++=about
past ^jjb+atrb+++=past
victimization ^nn+nom+++=victimization
in ^in++++=in
a ^at++++=a
more ^rbr++++=more
inclusive ^jj++++=inclusive,
, ^zz++++=EXTRAWORD
universal ^nn+nom+++=universal
way ^nn++++=way
rather ^rb++++=rather
than ^in++++=than
in ^in++++=in
the ^ati++++=the
usual ^jj+atrb+++=usual
exclusive ^jj+atrb+++=exclusive
way ^nn++++=way
( ^zz++++=(Vollhardt
vollhardt ^nn+++??+=EXTRAWORD
& ^zz++++=&
Bilali ^np+++??+=Bilali,
, ^zz++++=EXTRAWORD
2015 ^cd++++=2015
) ^zz++++=).
. ^zz++++=EXTRAWORD
To ^to++++=To
give ^vbi++++=give
an ^at++++=an
example ^nn++++=example,
, ^zz++++=EXTRAWORD
Canadian ^nn++++=Canadian
Jews ^nn++++=Jews
who ^whp+rel+subj++=who
were ^vbd+bed+aux++=were
reminded ^vpsv++agls+xvbnx+=reminded
about ^in++++=about
the ^ati++++=the
Holocaust ^nn++++=Holocaust
described ^vbd+++xvbn+=described
as ^ql++++=as
a ^at++++=a
universal ^jj+atrb+++=universal
crisis ^nn++++=crisis
of ^in++++=of
humanity ^nn+nom+++=humanity
were ^vbd+bed+vrb++=were
more ^rbr++++=more
willing ^jj+pred+++=willing
to ^to+jcmp+++=to
accept ^vbi+vprv+++=accept
contact ^nn++++=contact
with ^in++++=with
contemporary ^jj+atrb+++=contemporary
Germans ^nns+nom+++=Germans
then ^rn+tm+++=then
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
were ^vbd+bed+aux++=were
reminded ^vpsv++agls+xvbnx+=reminded
about ^in++++=about
the ^ati++++=the
Holocaust ^nn++++=Holocaust
as ^in++++=as
a ^at++++=a
genocide ^nn++++=genocide
committed ^vwbn+++xvbn+=committed
by ^in++++=by
Germans ^nns+nom+++=Germans
on ^in++++=on
Jews ^nn++++=Jews
( ^zz++++=(Wohl
wohl ^nn+++??+=EXTRAWORD
& ^zz++++=&
Branscombe ^np+++??+=Branscombe,
, ^zz++++=EXTRAWORD
2005 ^cd++++=2005
) ^zz++++=).
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
other ^ap++++=other
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
contact ^nn++++=contact
intentions ^nns+nom+++=intentions
among ^in++++=among
historical ^jj+atrb+++=historical
perpetrator ^nn++++=perpetrator
groups ^nns++++=groups
could ^md+pos+++=could
be ^vb+be+aux++=be
promoted ^vpsv++by+xvbnx+=promoted
by ^in++++=by
stimulating ^xvbg+++xvbg+=stimulating
specific ^jj+atrb+++=specific
emotional ^jj+atrb+++=emotional
responses ^nns++++=responses.
. ^zz++++=EXTRAWORD
Specifically ^rb+cnj+++=Specifically,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
found ^vpsv++tht0+xvbnx+=found
that ^tht+vcmp+++=that
regret ^vb++++=regret
( ^zz++++=(in
in ^in++++=EXTRAWORD
contrast ^nn++++=contrast
to ^in++++=to
guilt ^nn++++=guilt)
) ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
strong ^jj++++=strong
and ^cc+phrs+++=and
systematic ^jj+atrb+++=systematic
positive ^jj+atrb+++=positive
predictor ^nn++++=predictor
of ^in++++=of
intergroup ^nn+++??+=intergroup
contact ^nn++++=contact
intensions ^nns+++??+=intensions
among ^in++++=among
perpetrator ^nn++++=perpetrator
group ^nn++++=group
members ^nns+nom+++=members
( ^zz++++=(Imhoff
imhoff ^nn++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2012 ^cd++++=2012
) ^zz++++=).
. ^zz++++=EXTRAWORD
