Using ^vbg+++xvbg+=Using
coping ^nvbg+++xvbg+=coping
strategies ^nns+++??+=strategies.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
the ^ati++++=the
severity ^nn++++=severity
of ^in++++=of
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
impacts ^nns+++??+=impacts
( ^zz++++=(
p ^zz++++=p
= ^zz++++==
. ^zz++++=.00),
00 ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
efficacy ^nn++++=efficacy
of ^in++++=of
response ^nn++++=response
strategies ^nns+++??+=strategies
( ^zz++++=(
p ^zz++++=p
= ^zz++++==
. ^zz++++=.00)
00 ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
access ^nn++++=access
to ^in++++=to
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
information ^nn++++=information
( ^zz++++=(
p ^zz++++=p
= ^zz++++==
. ^zz++++=.02)
02 ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
the ^ati++++=the
significant ^jj+atrb+++=significant
predictors ^nns++++=predictors
of ^in++++=of
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
response ^nn++++=response,
, ^zz++++=EXTRAWORD
even ^rb++++=even
though ^cs+sub+++=though
the ^ati++++=the
efficacy ^nn++++=efficacy
of ^in++++=of
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
response ^nn++++=response
strategies ^nns+++??+=strategies
( ^zz++++=(beta
beta ^nn++++=EXTRAWORD
= ^zz++++==
. ^zz++++=.55)
55 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
emerged ^vbn+v++xvbn+=emerged
as ^ql++++=as
the ^ati++++=the
best ^jjt+atrb+++=best
predictor ^nn++++=predictor.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
imperative ^jj+pred+++=imperative
for ^in++++=for
African ^jj+atrb+++=African
governments ^nns++++=governments
to ^in++++=to
prioritize ^nn+++??+=prioritize
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
education ^nn++++=education
to ^in++++=to
control ^nn++++=control
the ^ati++++=the
spread ^nn++++=spread
of ^in++++=of
the ^ati++++=the
pandemic ^nn++++=pandemic
and ^cc++++=and
minimize ^nn++++=minimize
its ^pp$+it+++=its
impact ^nn++++=impact.
. ^zz++++=EXTRAWORD
