One ^cd1++++=One
. ^zz++++=EXTRAWORD
In ^in++++=In
three ^cd++++=three
others ^aps++++=others
( ^zz++++=(events
events ^nns++++=EXTRAWORD
2 ^zz++++=2
3 ^zz++++=3,
, ^zz++++=EXTRAWORD
5 ^zz++++=5)
) ^zz++++=EXTRAWORD
a ^at++++=a
major ^jj+atrb+++=major
sequence ^nn++++=sequence
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
identified ^vbd+++xvbn+=identified
in ^in++++=in
the ^ati++++=the
data ^nns++++=data
despite ^in++++=despite
a ^at++++=a
relatively ^rb++++=relatively
robust ^jj+atrb+++=robust
sample ^nn++++=sample
of ^in++++=of
extant ^jj+atrb+++=extant
variation ^nn++++=variation
in ^in++++=in
terms ^nns++++=terms
of ^in++++=of
interspecific ^nn+++??+=interspecific
and ^cc++++=and
intraspecific ^jj+atrb++??+=intraspecific
variation ^nn++++=variation
for ^in++++=for
some ^dti++++=some
macaque ^nn+++??+=macaque
species ^nns++++=species.
. ^zz++++=EXTRAWORD
The ^ati++++=The
characteristics ^nns++++=characteristics
thus ^rb+cnj+++=thus
cast ^vb+++xvbn+=cast
doubt ^nn++++=doubt
on ^in++++=on
a ^at++++=a
biological ^jj++++=biological
( ^zz++++=(as
as ^in++++=EXTRAWORD
opposed ^nn++++=opposed
to ^in++++=to
a ^at++++=a
technical ^jj++++=technical)
) ^zz++++=EXTRAWORD
basis ^nn++++=basis
for ^in++++=for
the ^ati++++=the
recombination ^nn+++??+=recombination
signatures ^nns++++=signatures
in ^in++++=in
these ^dt+dem+++=these
two ^cd++++=two
Genbank ^np+++??+=GenBank
sequences ^nns++++=sequences.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
222 ^cd++++=222
other ^ap++++=other
genomes ^nns+++??+=genomes
we ^pp1a+pp1+++=we
analyzed ^nn+++??+=analyzed,
, ^zz++++=EXTRAWORD
any ^dti++++=any
signal ^nn++++=signal
of ^in++++=of
recombination ^nn+++??+=recombination
that ^tht+rel+subj++=that
is ^vbz+bez+aux++=is
present ^vb++++=present
was ^vbd+bedz+vrb++=was
insufficiently ^rb++++=insufficiently
strong ^jj+pred+++=strong
to ^to++++=to
be ^vbi+vbi+aux++=be
consistently ^rb++splt++=consistently
detected ^vpsv++by+xvbnx+=detected
by ^in++++=by
the ^ati++++=the
methods ^nns++++=methods
we ^pp1a+pp1+++=we
deployed ^vbd+++xvbn+=deployed.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
could ^md+pos+++=could
be ^vb+be+vrb++=be
because ^cs+cos+++=because
recombination ^nn+++??+=recombination
is ^vbz+bez+vrb++=is
rare ^jj+pred+++=rare
or ^cc+phrs+++=or
absent ^jj++++=absent
or ^cc+cls+++=or
because ^cs+cos+++=because
demographic ^jj+atrb+++=demographic
factors ^nns++++=factors,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
rapid ^jj+atrb+++=rapid
expansion ^nn++++=expansion
of ^in++++=of
matrilines ^nns+++??+=matrilines
on ^in++++=on
sulawesi ^np++++=Sulawesi,
, ^zz++++=EXTRAWORD
limited ^vwbn+++xvbn+=limited
our ^pp$+pp1+++=our
ability ^nn++++=ability
to ^to+ncmp+++=to
detect ^vb++++=detect
recombination ^nn++++=recombination.
. ^zz++++=EXTRAWORD
