One ^cd1++++=One
shortly ^rb+tm+++=shortly
after ^in++++=after
birth ^nn++++=birth.
. ^zz++++=EXTRAWORD
Humans ^nns++++=Humans
are ^vb+ber+vrb++=are
unusual ^jj+pred+++=unusual
in ^cs+sub+++=in
that ^cs"++++=that
crawling ^jj+++xvbg+=crawling,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
typically ^rb++++=typically
precedes ^vbz++++=precedes
walking ^nvbg+++xvbg+=walking
in ^in++++=in
many ^ap++++=many
( ^zz++++=(but
but ^cc++++=EXTRAWORD
not ^xnot++not++=not
all ^abn++++=all)
) ^zz++++=EXTRAWORD
human ^jj+atrb+++=human
cultures ^nns++++=cultures
( ^zz++++=(
Tracer ^np++++=Tracer
& ^zz++++=&
Wyckoff ^np+++??+=Wyckoff
2020 ^cd++++=2020
) ^zz++++=),
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
very ^ql+amp+++=very
different ^jj+atrb+++=different
form ^nn++++=form
of ^in++++=of
locomotion ^nn+nom+++=locomotion
than ^in++++=than
the ^ati++++=the
bipedal ^nn++++=bipedal
striding ^vwbg+++xvbg+=striding
characteristic ^nn++++=characteristic
of ^in++++=of
older ^jjr+atrb+++=older
members ^nns+nom+++=members
of ^in++++=of
our ^pp$+pp1+++=our
species ^nn++++=species.
. ^zz++++=EXTRAWORD
Garwicz ^np+++??+=Garwicz
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2009)
2009 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
showed ^vbd+vprv++xvbn+=showed
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
measured ^vwbn+++xvbn+=measured
from ^in++++=from
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
conception ^nn+nom+++=conception,
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather
than ^in++++=than
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
birth ^nn++++=birth,
, ^zz++++=EXTRAWORD
human ^jj+atrb+++=human
motor ^nn++++=motor
development ^nn+nom+++=development
fits ^vbz++++=fits
a ^at++++=a
typical ^jj+atrb+++=typical
mammalian ^nn++++=mammalian
pattern ^nn++++=pattern.
. ^zz++++=EXTRAWORD
The ^ati++++=The
authors ^nns++++=authors
found ^vbd+vprv++xvbn+=found
that ^tht+vcmp+++=that
motor ^nn++++=motor
developmental ^jj+atrb+++=developmental
timing ^nn++++=timing
is ^vbz+bez+aux++=is
highly ^rb+amp+splt++=highly
conserved ^vpsv++agls+xvbnx+=conserved
across ^in+pl+++=across
mammals ^nns+nom+++=mammals
and ^cc++++=and
that ^tht+vcmp+++=that
the ^ati++++=the
onset ^nn++++=onset
of ^in++++=of
walking ^xvbg+++xvbg+=walking
in ^in++++=in
humans ^nns++++=humans
is ^vbz+bez+vrb++=is
at ^rb++++=at
a ^at++++=a
time ^nn++++=time
predicted ^vwbn+++xvbn+=predicted
by ^in++++=by
our ^pp$+pp1+++=our
adult ^jj+atrb+++=adult
brain ^nn++++=brain
size ^nn++++=size.
. ^zz++++=EXTRAWORD
So ^ql++++=So
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
different ^jj+pred+++=different
about ^in++++=about
humans ^nns++++=humans
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
so ^ql++++=so
much ^ap++++=much
delayed ^jj+++xvbn+=delayed
walking ^jj+++xvbg+=walking
as ^ql++++=as
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
delayed ^vpsv++agls+xvbnx+=delayed
maturation ^nn+nom+++=maturation
of ^in++++=of
the ^ati++++=the
brain ^nn++++=brain
or ^cc++++=or,
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
differently ^rb+cnj+++=differently,
, ^zz++++=EXTRAWORD
an ^at++++=an
earlier ^jjr+atrb+++=earlier
timing ^nn++++=timing
of ^in++++=of
birth ^nn++++=birth
relative ^jj++++=relative
to ^in++++=to
brain ^nn++++=brain
development ^nn+nom+++=development.
. ^zz++++=EXTRAWORD
