One ^cd1++++=One
cycle ^nn++++=cycle
and ^cc++++=and
know ^vb+vprv+tht0++=know
she ^pp3a+pp3+++=she
conceived ^vbd+++xvbnx+=conceived
her ^pp3o+pp3+++=her
second ^od++++=second
offspring ^nn++++=offspring.
. ^zz++++=EXTRAWORD
Pb ^np+++??+=PB
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
mate ^nn++++=mate-guarded
- ^zz++++=EXTRAWORD
guarded ^vpsv++by+xvbn+=EXTRAWORD
by ^in++++=by
males ^nns++++=males.
. ^zz++++=EXTRAWORD
The ^ati++++=The
other ^ap++++=other
female ^jj++++=female
( ^zz++++=(5D3A)
5d3a ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
formed ^vprf+++xvbn+=formed
an ^at++++=an
accentuated ^nn+++??+=accentuated
line ^nn++++=line
that ^tht+rel+subj++=that
matched ^vprf+++xvbn+=matched
the ^ati++++=the
very ^ql+amp+++=very
end ^vb++++=end
of ^in++++=of
her ^pp3o+pp3+++=her
first ^od++++=first
sexual ^jj+atrb+++=sexual
swelling ^nn++++=swelling
cycle ^nn++++=cycle
and ^cc++++=and
was ^vbd+bedz+vrb++=was
within ^in++++=within
4 ^zz++++=4
days ^nns++++=days
of ^in++++=of
her ^pp$+pp3+++=her
maximum ^nn++++=maximum
swelling ^nn++++=swelling
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
mate ^nn++++=mate-guarded
- ^zz++++=EXTRAWORD
guarded ^vpsv++by+xvbn+=EXTRAWORD
by ^in++++=by
a ^at++++=a
male ^jj++++=male
( ^zz++++=(our
our ^pp$+pp1+++=EXTRAWORD
criterion ^nn++++=criterion
for ^in++++=for
a ^at++++=a
match ^nn++++=match
was ^vbd+bedz+vrb++=was
3 ^zz++++=3
days ^nns++++=days).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
5d3a ^cd++++=5D3A
then ^rn+tm+++=then
experienced ^vbd+++xvbn+=experienced
an ^at++++=an
abortion ^nn++++=abortion
at ^in++++=at
some ^dti++++=some
point ^nn++++=point
during ^in++++=during
a ^at++++=a
15 ^cd++++=15-week
- ^zz++++=EXTRAWORD
week ^nn++++=EXTRAWORD
period ^nn++++=period,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
also ^rb++++=also
formed ^jj+++xvbn+=formed
two ^cd++++=two
accentuated ^nn+++??+=accentuated
lines ^nns++++=lines
during ^in++++=during
this ^dt+dem+++=this
time ^nn++++=time,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
we ^pp1a+pp1+++=we
do ^vb+do+aux++=do
not ^xnot++not++=not
have ^vb+hv+vrb++=have
accurate ^jj+atrb+++=accurate
information ^nn++++=information
to ^to++++=to
know ^vbi+vprv+++=know
if ^cs+cnd+++=if
these ^dt+dem+++=these
matched ^jj+++xvbn+=matched
the ^ati++++=the
abortion ^nn++++=abortion.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
5d3a ^cd++++=5D3A
cycled ^vbd+++xvbn+=cycled
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
a ^at++++=a
line ^nn++++=line
matched ^vbd+++xvbn+=matched
her ^pp3o+pp3+++=her
maximum ^nn++++=maximum
swelling ^nn++++=swelling
and ^cc++++=and
4 ^zz++++=4
days ^nns++++=days
of ^in++++=of
mate ^nn++++=mate-guarding.
- ^zz++++=EXTRAWORD
guarding ^nvbg+++xvbg+=EXTRAWORD
. ^zz++++=EXTRAWORD
Together ^rb+cnj+++=Together,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
findings ^nns++++=findings
suggest ^vb+vpub+++=suggest
that ^tht+vcmp+++=that
some ^dti++++=some
sexual ^jj+atrb+++=sexual
swelling ^nn++++=swelling
cycles ^nns++++=cycles
( ^zz++++=(2/2
2 ^zz++++=EXTRAWORD
for ^in++++=for
Pb ^np+++??+=PB,
, ^zz++++=EXTRAWORD
1 ^zz++++=1/2
for ^in++++=for
5d3a ^cd++++=5D3A)
) ^zz++++=EXTRAWORD
and ^cc++++=and
mate ^nn++++=mate-guarding
- ^zz++++=EXTRAWORD
guarding ^nvbg+++xvbg+=EXTRAWORD
( ^zz++++=(1/2
1 ^zz++++=EXTRAWORD
cases ^nns++++=cases
for ^in++++=for
5d3a ^cd++++=5D3A)
) ^zz++++=EXTRAWORD
are ^vb+ber+aux++=are
related ^vpsv++agls+xvbnx+=related
to ^in++++=to
accentuated ^nn+++??+=accentuated
lines ^nns++++=lines,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
the ^ati++++=the
case ^nn++++=case
of ^in++++=of
Pb ^np+++??+=PB
s ^zz++++=s
first ^od++++=first
cycle ^nn++++=cycle
very ^ql+amp+++=very
strong ^jj+atrb+++=strong
lines ^nns++++=lines,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
others ^aps++++=others
are ^vb+ber+vrb++=are
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Menarche ^np+++??+=Menarche
and ^cc++++=and
subsequent ^jj+atrb+++=subsequent
cycles ^nns++++=cycles
are ^vb+ber+aux++=are
linked ^vpsv++agls+xvbnx+=linked
to ^in++++=to
physiological ^jj+atrb+++=physiological
changes ^nns++++=changes
in ^in++++=in
the ^ati++++=the
body ^nn++++=body
of ^in++++=of
female ^nn++++=female
primates ^nns+++??+=primates
which ^whp+rel+subj++=which
may ^md+pos+++=may
affect ^vb++++=affect
the ^ati++++=the
formation ^nn++++=formation
of ^in++++=of
accentuated ^nn+++??+=accentuated
lines ^nns++++=lines
( ^zz++++=(
Dixson ^np++++=Dixson,
, ^zz++++=EXTRAWORD
2012 ^cd++++=2012
; ^zz++++=;
Plant ^nn++++=Plant
and ^cc++++=and
Zeleznik ^np+++??+=Zeleznik,
, ^zz++++=EXTRAWORD
2015 ^cd++++=2015
) ^zz++++=).
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+aux++=are
also ^rb++splt++=also
linked ^vpsv++agls+xvbnx+=linked
to ^in++++=to
important ^jj+atrb+++=important
social ^jj+atrb+++=social
changes ^nns++++=changes.
. ^zz++++=EXTRAWORD
Females ^nns++++=Females
with ^in++++=with
sexual ^jj+atrb+++=sexual
swellings ^nns+++??+=swellings
are ^vb+ber+vrb++=are
in ^in++++=in
much ^ap++++=much
closer ^rbr++++=closer
contact ^nn++++=contact
with ^in++++=with
much ^ap++++=much
larger ^jjr+atrb+++=larger
males ^nns++++=males
than ^cs+sub+++=than
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
at ^rb++++=at
other ^ap++++=other
times ^nns++++=times.
. ^zz++++=EXTRAWORD
Mate ^nn++++=Mate-guarding,
- ^zz++++=EXTRAWORD
guarding ^nvbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^in++++=in
particular ^jj++++=particular,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
likely ^jj+pred+++=likely
to ^to+jcmp+++=to
be ^vbi++vrb++=be
costly ^jj+pred+++=costly
for ^in++++=for
females ^nns++++=females
( ^zz++++=(
Smuts ^np++++=Smuts
and ^cc++++=and
Smuts ^np+++??+=Smuts,
, ^zz++++=EXTRAWORD
1993 ^cd+date+++=1993
; ^zz++++=;
Palombit ^np+++??+=Palombit,
, ^zz++++=EXTRAWORD
2014 ^cd++++=2014
) ^zz++++=).
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
both ^abx++++=both
physiological ^jj+atrb+++=physiological
and ^cc+phrs+++=and
psychological ^jj+atrb+++=psychological
aspects ^nns++++=aspects
of ^in++++=of
sexual ^jj+atrb+++=sexual
swelling ^nn++++=swelling
cycles ^nns++++=cycles
are ^vb+ber+vrb++=are
likely ^jj+pred+++=likely
to ^to+jcmp+++=to
stimulate ^vbi++++=stimulate
the ^ati++++=the
formation ^nn++++=formation
of ^in++++=of
accentuated ^nn+++??+=accentuated
lines ^nns++++=lines,
, ^zz++++=EXTRAWORD
throughout ^in++++=throughout
the ^ati++++=the
sexual ^jj+atrb+++=sexual
swelling ^nn++++=swelling
and ^cc++++=and
at ^in++++=at
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
mate ^nn++++=mate-guarding.
- ^zz++++=EXTRAWORD
guarding ^nvbg+++xvbg+=EXTRAWORD
. ^zz++++=EXTRAWORD
Together ^rb+cnj+++=Together,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
findings ^nns++++=findings
partially ^rb+down+++=partially
support ^vb++++=support
the ^ati++++=the
hypothesis ^nn++++=hypothesis
that ^tht+ncmp+++=that
females ^nns++++=females
form ^nn++++=form
accentuated ^nn+++??+=accentuated
lines ^nns++++=lines
during ^in++++=during
their ^pp$+pp3+++=their
first ^od++++=first
and ^cc++++=and
subsequent ^jj+atrb+++=subsequent
menstrual ^jj+atrb+++=menstrual
cycles ^nns++++=cycles
( ^zz++++=(
dirks ^np++++=Dirks
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2002 ^cd++++=2002
) ^zz++++=).
. ^zz++++=EXTRAWORD
