Using ^vbg+++xvbg+=Using
) ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
nuclei ^nns++++=nuclei
( ^zz++++=(
Figure ^np++++=Figure
S2 ^np+++??+=S2
B ^zz++++=B,
, ^zz++++=EXTRAWORD
quantified ^j+++xvbn+=quantified
in ^in++++=in
S2 ^np+++??+=S2
D ^zz++++=D).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
signal ^nn++++=signal
produced ^vwbn+++xvbn+=produced
by ^in++++=by
the ^ati++++=the
anti ^nn+++??+=anti-Z-NA
- ^zz++++=EXTRAWORD
z ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
na ^xnot++not++=EXTRAWORD
antiserum ^nn+++??+=antiserum
was ^vbd+bedz+vrb++=was
sensitive ^jj+pred+++=sensitive
to ^in++++=to
treatment ^nn+nom+++=treatment
with ^in++++=with
Rnases ^np+++??+=RNases
Iii ^np+++??+=III
and ^cc++++=and
A ^at++++=A,
, ^zz++++=EXTRAWORD
insensitive ^jj++++=insensitive
to ^in++++=to
Dnase ^np+++??+=DNase
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
abolished ^vpsv++by+xvbn+=abolished
by ^in++++=by
exposure ^nn++++=exposure
of ^in++++=of
cells ^nns++++=cells
to ^in++++=to
the ^ati++++=the
Iav ^np+++??+=IAV
replication ^nn+nom+++=replication
inhibitor ^nn++++=inhibitor
nucleozin ^nn+++??+=nucleozin
( ^zz++++=(
Kao ^np++++=Kao
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2010 ^cd++++=2010
15 ^cd++++=15.
. ^zz++++=EXTRAWORD
Kao ^np+++??+=Kao,
, ^zz++++=EXTRAWORD
R.y ^np+++??+=R.Y.
. ^zz++++=EXTRAWORD
Yang ^np+++??+=Yang,
, ^zz++++=EXTRAWORD
D ^zz++++=D.
. ^zz++++=EXTRAWORD
Lau ^np+++??+=Lau,
, ^zz++++=EXTRAWORD
L.s ^np+++??+=L.S.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Identification ^nn+nom+++=Identification
of ^in++++=of
influenza ^nn++++=influenza
A ^at++++=A
nucleoprotein ^nn+++??+=nucleoprotein
as ^ql++++=as
an ^at++++=an
antiviral ^jj+atrb+++=antiviral
target ^nn++++=target
Nat ^np++++=Nat.
. ^zz++++=EXTRAWORD
Biotechnol ^np+++??+=Biotechnol.
. ^zz++++=EXTRAWORD
2010 ^cd++++=2010;
; ^zz++++=EXTRAWORD
28 ^cd++++=28
: ^zz++++=:600-605
600 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
605 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(215)
215 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=)
pre ^nn+++??+=pre-infection
- ^zz++++=EXTRAWORD
infection ^nn+nom+++=EXTRAWORD
( ^zz++++=(
Figure ^np++++=Figure
3 ^zz++++=3
H ^zz++++=H,
, ^zz++++=EXTRAWORD
quantified ^j+++xvbn+=quantified
to ^in++++=to
S2 ^np+++??+=S2
E ^zz++++=E;
; ^zz++++=EXTRAWORD
Rnase ^np+++??+=RNase
A ^at++++=A
and ^cc++++=and
Dnase ^np+++??+=DNase
I ^pp1a+pp1+++=I
enzymes ^nns+++??+=enzymes
are ^vb+ber+vrb++=are
bioactive ^jj+pred+++=bioactive
at ^rb++++=at
the ^ati++++=the
concentrations ^nns+nom+++=concentrations
used ^vwbn+++xvbn+=used
in ^in++++=in
this ^dt+dem+++=this
experiment ^nn+nom+++=experiment
[ ^zz++++=[
Figures ^nns++++=Figures
S2 ^np+++??+=S2
G ^zz++++=G
S2i] ^np+++??+=S2I]).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Z ^zz++++=Z-RNA
- ^zz++++=EXTRAWORD
rna ^nn+++??+=EXTRAWORD
staining ^nn++++=staining
was ^vbd+bedz+aux++=was
also ^rb++splt++=also
observed ^vpsv++agls+xvbnx+=observed
in ^in++++=in
Iav ^np+++??+=IAV-infected
- ^zz++++=EXTRAWORD
infected ^vbd+++xvbn+=EXTRAWORD
human ^jj++++=human
( ^zz++++=(A549)
a549 ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
murine ^nn+++??+=murine
( ^zz++++=(LET1)
let1 ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
cell ^nn++++=cell
lines ^nns++++=lines
derived ^vbd+++xvbn+=derived
from ^in++++=from
airway ^nn++++=airway
epithelium ^nn+++??+=epithelium
( ^zz++++=(
Figure ^np++++=Figure
3 ^zz++++=3
I ^pp1a+pp1+++=I)
) ^zz++++=EXTRAWORD
and ^cc++++=and
was ^vbd+bedz+aux++=was
effectively ^rb++splt++=effectively
quenched ^vpsv++by+xvbnx+=quenched
by ^in++++=by
excess ^jj++++=excess
synthetic ^jj++++=synthetic
Z ^zz++++=Z-RNA,
- ^zz++++=EXTRAWORD
rna ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
by ^in++++=by
equivalent ^jj+atrb+++=equivalent
amounts ^nns++++=amounts
of ^in++++=of
A ^at++++=A-RNA
- ^zz++++=EXTRAWORD
rna ^nn+++??+=EXTRAWORD
or ^cc++++=or
single ^jj++++=single-stranded
- ^zz++++=EXTRAWORD
stranded ^jj+atrb+++=EXTRAWORD
Rna ^np+++??+=RNA
( ^zz++++=(ssRNA)
ssrna ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
( ^zz++++=(
Figure ^np++++=Figure
S2 ^np+++??+=S2
J ^zz++++=J,
, ^zz++++=EXTRAWORD
quantified ^j+++xvbn+=quantified
in ^in++++=in
S2 ^np+++??+=S2
K ^zz++++=K).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Notably ^rb+cnj+++=Notably,
, ^zz++++=EXTRAWORD
a ^at++++=a
second ^od++++=second
antibody ^nn++++=antibody
( ^zz++++=(mouse
mouse ^nn++++=EXTRAWORD
monoclonal ^jj++++=monoclonal
Ab ^&fo++++=Ab,
, ^zz++++=EXTRAWORD
clone ^nn+++??+=clone
Z ^zz++++=Z-22)
- ^zz++++=EXTRAWORD
22 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
raised ^vbd+++xvbn+=raised
to ^to+vcmp+++=to
Z ^zz++++=Z-DNA
- ^zz++++=EXTRAWORD
dna ^nn+++??+=EXTRAWORD
and ^cc++++=and
previously ^rb+tm+++=previously
shown ^vbd+vprv++xvbn+=shown
to ^to+vcmp+++=to
cross ^vbi++++=cross-react
- ^zz++++=EXTRAWORD
react ^vb++++=EXTRAWORD
with ^in++++=with
Z ^zz++++=Z-RNA
- ^zz++++=EXTRAWORD
rna ^nn+++??+=EXTRAWORD
( ^zz++++=(
Zarling ^np+nom+++=Zarling
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
1990 ^cd+date+++=1990
54 ^cd++++=54.
. ^zz++++=EXTRAWORD
Zarling ^np+nom++??+=Zarling,
, ^zz++++=EXTRAWORD
D.a ^np+++??+=D.A.
. ^zz++++=EXTRAWORD
Calhoun ^np+++??+=Calhoun,
, ^zz++++=EXTRAWORD
C.j ^np+++??+=C.J.
. ^zz++++=EXTRAWORD
Feuerstein ^np+++??+=Feuerstein,
, ^zz++++=EXTRAWORD
B.g ^np+++??+=B.G.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Cytoplasmic ^np+++??+=Cytoplasmic
microinjection ^nn+nom+++=microinjection
of ^in++++=of
immunoglobulin ^nn+++??+=immunoglobulin
Gs ^np+++??+=Gs
recognizing ^vwbg+++xvbg+=recognizing
Rna ^np+++??+=RNA
helices ^nns+++??+=helices
inhibits ^vbz++++=inhibits
human ^jj+atrb+++=human
cell ^nn++++=cell
growth ^nn++++=growth
J ^zz++++=J.
. ^zz++++=EXTRAWORD
Mol ^np+++??+=Mol.
. ^zz++++=EXTRAWORD
Biol ^np+++??+=Biol.
. ^zz++++=EXTRAWORD
1990 ^cd+date+++=1990;
; ^zz++++=EXTRAWORD
211 ^cd++++=211
: ^zz++++=:147-160
147 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
160 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(22)
22 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=)
also ^rb++++=also
specifically ^rb++++=specifically
and ^cc++++=and
robustly ^jj++++=robustly
bound ^xvbn+++xvbn+=bound
Z ^zz++++=Z-RNA
- ^zz++++=EXTRAWORD
rna ^nn+++??+=EXTRAWORD
in ^in++++=in
vitro ^nn+++??+=vitro
( ^zz++++=(
Figure ^np++++=Figure
S3 ^np+++??+=S3
A ^at++++=A)
) ^zz++++=EXTRAWORD
and ^cc++++=and
readily ^rb++++=readily
detected ^vbd+++xvbn+=detected
its ^pp$+it+++=its
presence ^nn+nom+++=presence
in ^in++++=in
cells ^nns++++=cells
( ^zz++++=(
Figures ^np++++=Figures
S3 ^np+++??+=S3
B ^zz++++=B
S3d ^np+++??+=S3D).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Staining ^nn++++=Staining
Iav ^np+++??+=IAV-infected
- ^zz++++=EXTRAWORD
infected ^xvbn+++xvbn+=EXTRAWORD
cells ^nns++++=cells
with ^in++++=with
this ^dt+dem+++=this
antibody ^nn++++=antibody
following ^vwbg+++xvbg+=following
proteinase ^nn+++??+=proteinase
K ^zz++++=K
treatment ^nn+nom+++=treatment
produced ^vbd+++xvbn+=produced
a ^at++++=a
doseand ^nn+++??+=doseand
time ^nn++++=time-dependent
- ^zz++++=EXTRAWORD
dependent ^jj+atrb+++=EXTRAWORD
nuclear ^jj+atrb+++=nuclear
signal ^nn++++=signal
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
abolished ^vpsv++by+xvbnx+=abolished
by ^in++++=by
Rnase ^np+++??+=RNase
A ^at++++=A
treatment ^nn+nom+++=treatment
and ^cc++++=and
selectively ^jj++++=selectively
quenched ^vpsv++by+xvbn+=quenched
by ^in++++=by
excess ^jj++++=excess
Z ^zz++++=Z-RNA
- ^zz++++=EXTRAWORD
rna ^nn+++??+=EXTRAWORD
( ^zz++++=(
Figures ^np++++=Figures
S3 ^np+++??+=S3
E ^zz++++=E,
, ^zz++++=EXTRAWORD
S3g ^np+++??+=S3G,
, ^zz++++=EXTRAWORD
S3i ^np+++??+=S3I,
, ^zz++++=EXTRAWORD
quantified ^jj++++=quantified
in ^in++++=in
s3f ^np++++=S3F,
, ^zz++++=EXTRAWORD
s3 ^np++++=S3
h ^zz++++=H,
, ^zz++++=EXTRAWORD
s3j ^np++++=S3J).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
