Since ^cs+sub+++=Since
rats ^nns++++=rats
with ^in++++=with
the ^ati++++=the
recombinant ^nn+++??+=recombinant
ectodomain ^nn+++??+=ectodomain
of ^in++++=of
Trem2 ^np+++??+=TREM2.
. ^zz++++=EXTRAWORD
For ^in++++=For
tumor ^nn+++??+=tumor
immunotherapy ^nn+++??+=immunotherapy,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
generated ^vbd+++xvbn+=generated
a ^at++++=a
recombinant ^nn+++??+=recombinant
form ^nn++++=form
of ^in++++=of
mab ^nn+++??+=mAb
178 ^cd++++=178,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
variable ^jj+atrb+++=variable
region ^nn++++=region
of ^in++++=of
the ^ati++++=the
heavy ^jj+atrb+++=heavy
chain ^nn++++=chain
was ^vbd+bedz+vrb++=was
grafted ^nn+++??+=grafted
onto ^in++++=onto
a ^at++++=a
mouse ^nn++++=mouse
Igg2a ^np+++??+=IgG2a
constant ^jj+atrb+++=constant
region ^nn++++=region
backbone ^nn++++=backbone
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
mutated ^nn+++??+=mutated
in ^in++++=in
the ^ati++++=the
Fc ^np+++??+=Fc
domain ^nn++++=domain
( ^zz++++=(LALAPG)
lalapg ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
to ^to++++=to
prevent ^vbi++++=prevent
recognition ^nn++++=recognition
by ^in++++=by
Fc ^np+++??+=Fc
receptors ^nns+++??+=receptors
and ^cc++++=and
complement ^nn++++=complement
and ^cc++++=and
the ^ati++++=the
consequent ^jj+atrb+++=consequent
induction ^nn++++=induction
of ^in++++=of
antibody ^nn++++=antibody-dependent
- ^zz++++=EXTRAWORD
dependent ^jj+atrb+++=EXTRAWORD
cellular ^jj+atrb+++=cellular
cytotoxicity ^nn+++??+=cytotoxicity
or ^cc++++=or
antibody ^nn++++=antibody-dependent
- ^zz++++=EXTRAWORD
dependent ^jj+atrb+++=EXTRAWORD
phagocytosis ^nns+++??+=phagocytosis.
. ^zz++++=EXTRAWORD
Both ^abx++++=Both
native ^jj++++=native
and ^cc++++=and
Fc ^np+++??+=Fc
mutated ^nn+++??+=mutated
anti ^nn+++??+=anti-TREM2
- ^zz++++=EXTRAWORD
trem2 ^nn+++??+=EXTRAWORD
antibodies ^nns++++=antibodies
specifically ^rb++++=specifically
stained ^jj+++xvbn+=stained
Trem2 ^np+++??+=TREM2
transfected ^nn+++??+=transfected
cells ^nns++++=cells
in ^in++++=in
a ^at++++=a
dose ^nn++++=dose-dependent
- ^zz++++=EXTRAWORD
dependent ^jj+atrb+++=EXTRAWORD
manner ^nn++++=manner
( ^zz++++=(
Figure ^np++++=Figure
S3 ^np+++??+=S3
A ^at++++=A).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
To ^to++++=To
see ^vbi+vprv+++=see
whether ^cs+who+++=whether
mab ^nn+++??+=mAb
178 ^cd++++=178
modulates ^nns+++??+=modulates
Trem2 ^np+++??+=TREM2,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
tested ^vbd+++xvbn+=tested
the ^ati++++=the
Ca ^np++++=Ca
2 ^zz++++=2+
+ ^zz++++=EXTRAWORD
- ^zz++++=-driven
driven ^vbd+++xvbn+=EXTRAWORD
reporter ^nn++++=reporter
cell ^nn++++=cell
line ^nn++++=line
2b4 ^cd++++=2B4,
, ^zz++++=EXTRAWORD
stably ^nn+++??+=stably
transfected ^nn+++??+=transfected
with ^in++++=with
Trem2 ^np+++??+=TREM2
together ^rb++++=together
with ^in++++=with
Dap12 ^np+++??+=DAP12
( ^zz++++=(
Figure ^np++++=Figure
S3 ^np+++??+=S3
B ^zz++++=B)
) ^zz++++=EXTRAWORD
( ^zz++++=(
Wang ^np++++=Wang
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016
56 ^cd++++=56.
. ^zz++++=EXTRAWORD
Wang ^np+++??+=Wang,
, ^zz++++=EXTRAWORD
Y ^zz++++=Y.
. ^zz++++=EXTRAWORD
Ulland ^np+++??+=Ulland,
, ^zz++++=EXTRAWORD
T.k ^np+++??+=T.K.
. ^zz++++=EXTRAWORD
Ulrich ^np+++??+=Ulrich,
, ^zz++++=EXTRAWORD
J.d ^np++++=J.D.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Trem2 ^np+++??+=TREM2-mediated
- ^zz++++=EXTRAWORD
mediated ^nn+++??+=EXTRAWORD
early ^jj+atrb+++=early
microglial ^nn+++??+=microglial
response ^nn++++=response
limits ^nns++++=limits
diffusion ^nn++++=diffusion
and ^cc++++=and
toxicity ^nn+++??+=toxicity
of ^in++++=of
amyloid ^nn+++??+=amyloid
plaques ^nns+++??+=plaques
J ^zz++++=J.
. ^zz++++=EXTRAWORD
Exp ^np+++??+=Exp.
. ^zz++++=EXTRAWORD
Med ^np+++??+=Med.
. ^zz++++=EXTRAWORD
2016 ^cd++++=2016;
; ^zz++++=EXTRAWORD
213 ^cd++++=213
: ^zz++++=:667-675
667 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
675 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(532)
532 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=).
. ^zz++++=EXTRAWORD
In ^in++++=In
these ^dt+dem+++=these
reporter ^nn++++=reporter
cells ^nns++++=cells,
, ^zz++++=EXTRAWORD
engagement ^nn++++=engagement
of ^in++++=of
Trem2 ^np+++??+=TREM2
promotes ^vbz++++=promotes
Ca ^np++++=Ca
2 ^zz++++=2+
+ ^zz++++=EXTRAWORD
signals ^nns++++=signals
that ^tht+rel+obj++=that
lead ^nn++++=lead
to ^in++++=to
nuclear ^jj+atrb+++=nuclear
translocation ^nn+++??+=translocation
of ^in++++=of
Nfat ^np+++??+=NFAT
and ^cc++++=and
Nfat ^np+++??+=NFAT-driven
- ^zz++++=EXTRAWORD
driven ^vbd+++xvbn+=EXTRAWORD
synthesis ^nn++++=synthesis
of ^in++++=of
Gfp ^np+++??+=GFP,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
detected ^vpsv++by+xvbnx+=detected
by ^in++++=by
flow ^nn++++=flow
cytometry ^nn+++??+=cytometry.
. ^zz++++=EXTRAWORD
Lipidated ^np+++??+=Lipidated
Hdl ^np+++??+=HDL,
, ^zz++++=EXTRAWORD
a ^at++++=a
well ^rb++++=well-described
- ^zz++++=EXTRAWORD
described ^xvbn+++xvbn+=EXTRAWORD
Trem2 ^np+++??+=TREM2
ligand ^nn+++??+=ligand
( ^zz++++=(
Song ^np++++=Song
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017
43 ^cd++++=43.
. ^zz++++=EXTRAWORD
Song ^nn++++=Song,
, ^zz++++=EXTRAWORD
W ^zz++++=W.
. ^zz++++=EXTRAWORD
Hooli ^np+++??+=Hooli,
, ^zz++++=EXTRAWORD
B ^zz++++=B.
. ^zz++++=EXTRAWORD
Mullin ^np+++??+=Mullin,
, ^zz++++=EXTRAWORD
K ^zz++++=K.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Alzheimer ^np+++??+=Alzheimer
s ^zz++++=s
disease ^nn++++=disease-associated
- ^zz++++=EXTRAWORD
associated ^xvbn+++xvbn+=EXTRAWORD
Trem2 ^np+++??+=TREM2
variants ^nns++++=variants
exhibit ^vb++++=exhibit
either ^dtx++++=either
decreased ^jj+atrb++xvbn+=decreased
or ^cc+phrs+++=or
increased ^jj+atrb++xvbn+=increased
ligand ^nn+++??+=ligand-dependent
- ^zz++++=EXTRAWORD
dependent ^jj+atrb+++=EXTRAWORD
activation ^nn+++??+=activation
Alzheimers ^np+++??+=Alzheimers
Dement ^np+++??+=Dement.
. ^zz++++=EXTRAWORD
2017 ^cd++++=2017;
; ^zz++++=EXTRAWORD
13 ^cd++++=13
: ^zz++++=:381-387
381 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
387 ^cd++++=EXTRAWORD
Full ^jj+atrb+++=Full
Text ^nn++++=Text
Full ^jj+atrb+++=Full
Text ^nn++++=Text
( ^zz++++=(PDF)
pdf ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
Scopus ^np+++??+=Scopus
( ^zz++++=(177)
177 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=),
, ^zz++++=EXTRAWORD
induced ^j+++xvbn+=induced
Gfp ^np+++??+=GFP
in ^in++++=in
Trem2 ^np+++??+=TREM2
reporter ^nn++++=reporter
cells ^nns++++=cells.
. ^zz++++=EXTRAWORD
Both ^abx++++=Both
native ^jj++++=native
and ^cc++++=and
Fc ^np+++??+=Fc
mutated ^nn+++??+=mutated
mab ^nn+++??+=mAb
178 ^cd++++=178
inhibited ^jj+++xvbn+=inhibited
Hdl ^np+++??+=HDL-induced
- ^zz++++=EXTRAWORD
induced ^xvbn+++xvbn+=EXTRAWORD
Gfp ^np+++??+=GFP
expression ^nn++++=expression,
, ^zz++++=EXTRAWORD
indicating ^vbg+vprv++xvbg+=indicating
that ^tht+vcmp+++=that
mab ^nn+++??+=mAb
178 ^cd++++=178
blocks ^nns++++=blocks
ligand ^nn+++??+=ligand
binding ^jj++++=binding
to ^in++++=to
Trem2 ^np+++??+=TREM2
( ^zz++++=(
Figure ^np++++=Figure
S3 ^np+++??+=S3
B ^zz++++=B).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
To ^to++++=To
exclude ^vbi++++=exclude
in ^in++++=in
vivo ^rb"++++=vivo
depleting ^jj+atrb++??+=depleting
activity ^nn++++=activity
of ^in++++=of
recombinant ^nn+++??+=recombinant
mab ^nn+++??+=mAb
178 ^cd++++=178,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
assessed ^vbd+++xvbn+=assessed
its ^pp$+it+++=its
impact ^nn++++=impact
on ^in++++=on
Trem2 ^np+++??+=TREM2
+ ^zz++++=+
thioglycollate ^nn+++??+=thioglycollate-induced
- ^zz++++=EXTRAWORD
induced ^vwbn+++xvbn+=EXTRAWORD
peritoneal ^nn+++??+=peritoneal
macrophages ^nns+++??+=macrophages
after ^in++++=after
intraperitoneal ^nn+++??+=intraperitoneal
( ^zz++++=(i.p.)
i.p ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
injection ^nn++++=injection
( ^zz++++=(
Figure ^np++++=Figure
S3 ^np+++??+=S3
C ^zz++++=C).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
To ^to++++=To
evaluate ^vbi++++=evaluate
Trem2 ^np+++??+=TREM2
+ ^zz++++=+
macrophage ^nn+++??+=macrophage
numbers ^nns++++=numbers,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
used ^vbd+++xvbn+=used
an ^at++++=an
antibody ^nn++++=antibody
recognizing ^vwbg+++xvbg+=recognizing
a ^at++++=a
different ^jj+atrb+++=different
epitope ^nn+++??+=epitope
from ^in++++=from
that ^dt+dem+++=that
bound ^vpsv++by+xvbn+=bound
by ^in++++=by
mab ^nn+++??+=mAb
178 ^cd++++=178.
. ^zz++++=EXTRAWORD
The ^ati++++=The
representation ^nn++++=representation
of ^in++++=of
Trem2 ^np+++??+=TREM2
+ ^zz++++=+
macrophages ^nns+++??+=macrophages
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
affected ^vpsv++by+xvbn+=affected
by ^in++++=by
mab ^nn+++??+=mAb
178 ^cd++++=178
( ^zz++++=(
Figure ^np++++=Figure
S3 ^np+++??+=S3
C ^zz++++=C),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
indicating ^vbg+vprv++xvbg+=indicating
no ^at++++=no
antibody ^nn++++=antibody-mediated
- ^zz++++=EXTRAWORD
mediated ^nn+++??+=EXTRAWORD
depletion ^nn++++=depletion,
, ^zz++++=EXTRAWORD
consistent ^jj++++=consistent
with ^in++++=with
lack ^nn++++=lack
of ^in++++=of
effector ^nn++++=effector
function ^nn++++=function
in ^in++++=in
the ^ati++++=the
mutated ^nn++++=mutated
fc ^np++++=Fc
fragment ^nn++++=fragment.
. ^zz++++=EXTRAWORD
