Although ^cs+con+++=Although
Brazil9 ^np+++??+=Brazil9.
. ^zz++++=EXTRAWORD
The ^ati++++=The
main ^jjb+atrb+++=main
determinant ^nn++++=determinant
of ^in++++=of
this ^dt+dem+++=this
divergence ^nn++++=divergence
is ^vbz+bez+vrb++=is
the ^ati++++=the
higher ^jjr+atrb+++=higher
mortality ^nn++++=mortality
rates ^nns++++=rates
among ^in++++=among
the ^ati++++=the
youngest ^nn++++=youngest
observed ^vbd+vprv++xvbn+=observed
in ^in++++=in
the ^ati++++=the
poorest ^jjt+atrb+++=poorest
countries ^nns++++=countries,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
extreme ^jj+atrb+++=extreme
cases ^nns++++=cases,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
also ^rb++++=also
a ^at++++=a
particularly ^rb++++=particularly
high ^jj+atrb+++=high
mortality ^nn++++=mortality
rate ^nn++++=rate
among ^in++++=among
the ^ati++++=the
elderly ^nn++++=elderly
in ^in++++=in
some ^dti++++=some
rich ^jj+atrb+++=rich
countries10 ^nn+++??+=countries10.
. ^zz++++=EXTRAWORD
The ^ati++++=The
highest ^jjt+atrb+++=highest
mortality ^nn++++=mortality
rate ^nn++++=rate
depicted ^vwbn+++xvbn+=depicted
in ^in++++=in
Table ^nn++++=Table
1 ^zz++++=1
refers ^vbz++++=refers
to ^in++++=to
the ^ati++++=the
elderly ^jj++++=elderly
aged ^jj++++=aged
80 ^cd++++=80
years ^nns++++=years
or ^cc++++=or
older ^jjr++++=older
from ^in++++=from
England ^np++++=England
and ^cc++++=and
Wales ^np++++=Wales.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
population ^nn++++=population,
, ^zz++++=EXTRAWORD
no ^at++++=no
less ^rbr++++=less
than ^in++++=than
one ^pn++++=one
in ^in++++=in
51 ^cd++++=51
people ^nns++++=people
died ^vbd+++xvbn+=died
from ^in++++=from
Covid ^np+++??+=Covid-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
onset ^nn++++=onset
of ^in++++=of
the ^ati++++=the
pandemic ^nn+++??+=pandemic
until ^cs+sub+++=until
1 ^zz++++=1/28/202111.
In ^in++++=In
a ^at++++=a
country ^nn++++=country
as ^cs+sub+++=as
severely ^rb++++=severely
affected ^vpsv++by+xvbn+=affected
by ^in++++=by
the ^ati++++=the
pandemic ^nn+++??+=pandemic
as ^ql++++=as
Mexico ^np++++=Mexico,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
relationship ^nn++++=relationship
is ^vbz+bez+vrb++=is
somewhat ^rb+down+++=somewhat
less ^rbr++++=less
dramatic ^jj++++=dramatic:
: ^zz++++=EXTRAWORD
one ^cd1++++=one
death ^nn++++=death
in ^in++++=in
every ^at++++=every
108 ^cd++++=108
people ^nns++++=people
in ^in++++=in
this ^dt+dem+++=this
age ^nn++++=age
group ^nn++++=group.
. ^zz++++=EXTRAWORD
In ^in++++=In
any ^dti++++=any
case ^nn++++=case,
, ^zz++++=EXTRAWORD
the ^ati++++=the
last ^jj+atrb+++=last
column ^nn++++=column
of ^in++++=of
Table ^nn++++=Table
1 ^zz++++=1
shows ^vbz+vprv+++=shows
that ^tht+vcmp+++=that
the ^ati++++=the
dispersion ^nn++++=dispersion
of ^in++++=of
mortality ^nn++++=mortality
rates ^nns++++=rates
among ^in++++=among
countries ^nns++++=countries
is ^vbz+bez+vrb++=is
lower ^jjr+pred+++=lower
in ^in++++=in
the ^ati++++=the
older ^jjr+atrb+++=older
age ^nn++++=age
groups12 ^nn+++??+=groups12,
, ^zz++++=EXTRAWORD
different ^jj++++=different,
, ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
from ^in++++=from
what ^wdt+who+++=what
O ^zz++++=O
Driscoll ^np+++??+=DRISCOLL
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2021:
2021 ^cd++++=EXTRAWORD
: ^zz++++=EXTRAWORD
141 ^cd++++=141)
) ^zz++++=EXTRAWORD
suggest ^vb+vpub+++=suggest,
, ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=based
on ^in++++=on
another ^dt++++=another
methodology13 ^nn++++=methodology13.
. ^zz++++=EXTRAWORD
