One ^cd1++++=One
Gauthier ^np+nom++??+=Gauthier,
, ^zz++++=EXTRAWORD
2008 ^cd++++=2008
) ^zz++++=).
. ^zz++++=EXTRAWORD
Subjective ^jj+atrb+++=Subjective
memory ^nn++++=memory
has ^vbz+hvz+aux++=has
also ^rb++splt++=also
been ^vprf+ben+aux+xvbnx+=been
found ^vpsv++agls+xvbnx+=found
to ^to+vcmp+++=to
affect ^vbi++++=affect
functional ^jj+atrb+++=functional
health ^nn++++=health
( ^zz++++=(Mendon
mendon ^nn+++??+=EXTRAWORD
a ^at++++=a
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016
) ^zz++++=)
and ^cc++++=and
to ^to++++=to
be ^vbi+vbi+aux++=be
related ^vpsv++agls+xvbnx+=related
to ^in++++=to
prior ^jj+atrb+++=prior
traumatic ^jj+atrb+++=traumatic
brain ^nn++++=brain
injury ^nn++++=injury
( ^zz++++=(Gardner
gardner ^np++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017
) ^zz++++=).
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
subjective ^jj+atrb+++=subjective
memory ^nn++++=memory
is ^vbz+bez+aux++=is
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
depressive ^jj+atrb+++=depressive
symptoms ^nns++++=symptoms
( ^zz++++=(Mogle
mogle ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020
) ^zz++++=),
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
nonetheless ^rb+cnj+++=nonetheless
uniquely ^rb++++=uniquely
predicts ^vbz+vpub+++=predicts
increased ^jj+atrb++xvbn+=increased
risks ^nns++++=risks
of ^in++++=of
cognitive ^nn++++=cognitive
decline ^vb++++=decline
and ^cc++++=and
dementia ^nn+++??+=dementia
even ^rb++++=even
after ^in++++=after
controlling ^nn++++=controlling
for ^in++++=for
depressive ^jj+atrb+++=depressive
symptoms ^nns++++=symptoms
( ^zz++++=(Carlos
carlos ^np++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020
; ^zz++++=;
H ^zz++++=H
l ^zz++++=l
r ^zz++++=r
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2014 ^cd++++=2014
; ^zz++++=;
Jonker ^np+++??+=Jonker
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2000 ^cd++++=2000
; ^zz++++=;
Zullo ^np+++??+=Zullo
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2021 ^cd++++=2021
) ^zz++++=).
. ^zz++++=EXTRAWORD
An ^at++++=An
investigation ^nn+nom+++=investigation
of ^in++++=of
Italian ^jj+atrb+++=Italian
adults ^nns++++=adults
during ^in++++=during
the ^ati++++=the
pandemic ^nn++++=pandemic
indicated ^vbd+vprv++xvbn+=indicated
a ^at++++=a
decline ^nn++++=decline
in ^in++++=in
subjective ^jj+atrb+++=subjective
cognitive ^nn++++=cognitive
performance ^nn+nom+++=performance
during ^in++++=during
lockdown ^nn++++=lockdown
compared ^vbd+++xvbn+=compared
to ^in++++=to
pre ^nn+++??+=pre-lockdown,
- ^zz++++=EXTRAWORD
lockdown ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
surprisingly ^rb++++=surprisingly
finding ^xvbg+++xvbg+=finding
improved ^vprf+++xvbn+=improved
subjective ^jj+atrb+++=subjective
memory ^nn++++=memory
performance ^nn+nom+++=performance
during ^in++++=during
lockdown ^jj+++xvbn+=lockdown
( ^zz++++=(Fiorenzato
fiorenzato ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2021 ^cd++++=2021
) ^zz++++=).
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
mixed ^jj+atrb++xvbn+=mixed
trends ^nns++++=trends
further ^jjb+atrb+++=further
highlight ^nn++++=highlight
the ^ati++++=the
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
investigate ^nn+nom+++=investigate
subjective ^jj+atrb+++=subjective
memory ^nn++++=memory
trajectories ^nns++++=trajectories
during ^in++++=during
the ^ati++++=the
pandemic ^nn++++=pandemic.
. ^zz++++=EXTRAWORD
An ^at++++=An
advantage ^nn+nom+++=advantage
of ^in++++=of
measuring ^xvbg+++xvbg+=measuring
subjective ^jj+atrb+++=subjective
memory ^nn++++=memory
in ^in++++=in
times ^nns++++=times
of ^in++++=of
an ^at++++=an
infectious ^jj+atrb+++=infectious
disease ^nn++++=disease
pandemic ^nn++++=pandemic,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
in ^in++++=in-person
- ^zz++++=EXTRAWORD
person ^nn++++=EXTRAWORD
neuropsychological ^jj+atrb+++=neuropsychological
and ^cc+phrs+++=and
clinical ^jj+atrb+++=clinical
evaluations ^nns+nom+++=evaluations
of ^in++++=of
cognitive ^jj+atrb+++=cognitive
status ^nn++++=status
are ^vb+ber+aux++=are
limited ^vpsv++agls+xvbnx+=limited,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
simple ^jj+pred+++=simple
and ^cc+phrs+++=and
quick ^jj++++=quick
to ^to+jcmp+++=to
assess ^vbi++++=assess
remotely ^rb++++=remotely
and ^cc++++=and
can ^md+pos+++=can
be ^vb+be+aux++=be
used ^vpsv++++=used
to ^to++++=to
track ^vb++++=track
the ^ati++++=the
pandemic ^jj+atrb+++=pandemic's
's ^vbz+bez+vrb++0=EXTRAWORD
effects ^nns++++=effects
on ^in++++=on
the ^ati++++=the
health ^nn++++=health
of ^in++++=of
older ^jjr+atrb+++=older
adults ^nns++++=adults.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
used ^vbd+++xvbn+=used
a ^at++++=a
single ^jj+atrb+++=single
item ^nn++++=item,
, ^zz++++=EXTRAWORD
taken ^xvbn+++xvbn+=taken
from ^in++++=from
the ^ati++++=the
Us ^pp1o+pp1+++=US
Health ^nn++++=Health
and ^cc++++=and
Retirement ^nn+nom+++=Retirement
Survey ^nn++++=Survey
( ^zz++++=(HRS)
hrs ^nnus++++=EXTRAWORD
) ^zz++++=EXTRAWORD
to ^to++++=to
assess ^vbi++++=assess
subjective ^jj+atrb+++=subjective
memory ^nn++++=memory,
, ^zz++++=EXTRAWORD
as ^ql++++=as
is ^vbz+bez+aux++=is
often ^rb++splt++=often
done ^vpsv++agls+xvbnx+=done
in ^in++++=in
similar ^jj+atrb+++=similar
studies ^nns++++=studies
( ^zz++++=(Abdulrab
abdulrab ^nn+++??+=EXTRAWORD
& ^zz++++=&
Heun ^np+++??+=Heun,
, ^zz++++=EXTRAWORD
2008 ^cd++++=2008
; ^zz++++=;
Kuiper ^np+++??+=Kuiper
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017
; ^zz++++=;
Mitchell ^np++++=Mitchell,
, ^zz++++=EXTRAWORD
2008 ^cd++++=2008
; ^zz++++=;
Reid ^np++++=Reid
& ^zz++++=&
Maclullich ^np+++??+=MacLullich,
, ^zz++++=EXTRAWORD
2006 ^cd++++=2006
) ^zz++++=).
. ^zz++++=EXTRAWORD
The ^ati++++=The
use ^nn++++=use
of ^in++++=of
a ^at++++=a
single ^jj+atrb+++=single
item ^nn++++=item
allowed ^vwbn+++xvbn+=allowed
us ^pp1o+pp1+++=us
to ^to++++=to
measure ^vbi++++=measure
this ^dt+dem+++=this
construct ^nn++++=construct
effectively ^rb++++=effectively
within ^in++++=within
the ^ati++++=the
scope ^nn++++=scope
of ^in++++=of
a ^at++++=a
larger ^nn++++=larger
survey ^vb++++=survey.
. ^zz++++=EXTRAWORD
