Second ^rb+cnj+++=Second,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
very ^ql+amp+++=very
likely ^jj++++=likely
that ^tht+jcmp+++=that
people ^nns++++=people
in ^in++++=in
poor ^jj+atrb+++=poor
health ^nn++++=health
and ^cc++++=and
well ^rb++++=well-being
- ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=EXTRAWORD
states ^nns++++=states
are ^vb+ber+aux++=are
underrepresented ^vpsv++agls+xvbnx+=underrepresented
in ^in++++=in
our ^pp$+pp1+++=our
study ^nn++++=study.
. ^zz++++=EXTRAWORD
For ^in++++=For
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
another ^dt++++=another
study ^nn++++=study
found ^vbd+vprv++xvbn+=found
that ^tht+vcmp+++=that
among ^in++++=among
residents ^nns++++=residents
of ^in++++=of
nursing ^nn++++=nursing
homes ^nrs++++=homes
in ^in++++=in
the ^ati++++=the
Netherlands ^np++++=Netherlands,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mean ^jj+atrb+++=mean
Eq ^nn++++=EQ-5D
- ^zz++++=EXTRAWORD
5d ^cd++++=EXTRAWORD
Vas ^np+++??+=VAS
score ^nn++++=score
was ^vbd+bedz+vrb++=was
64.8 ^cd++++=64.8
( ^zz++++=(SD
sd ^nn++++=EXTRAWORD
21.7 ^cd++++=21.7)
) ^zz++++=EXTRAWORD
( ^zz++++=(
Nijsten ^np++++=Nijsten
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2019 ^cd++++=2019
) ^zz++++=),
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
clearly ^rb++++=clearly
lower ^jjr+pred+++=lower
than ^in++++=than
in ^in++++=in
our ^pp$+pp1+++=our
sample ^nn++++=sample.
. ^zz++++=EXTRAWORD
The ^ati++++=The
underrepresentation ^nn+nom+++=underrepresentation
of ^in++++=of
individuals ^nns+nom+++=individuals
in ^in++++=in
poorer ^jjr++++=poorer
states ^np++++=states,
, ^zz++++=EXTRAWORD
including ^in++++=including
those ^dt+dem+++=those
in ^in++++=in
nursing ^nn++++=nursing
homes ^nrs++++=homes
may ^md+pos+++=may
explain ^vb+vpub+++=explain
the ^ati++++=the
high ^jj+atrb+++=high
levels ^nns++++=levels
of ^in++++=of
well ^rb++++=well-being
- ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=EXTRAWORD
in ^in++++=in
most ^ql+emph+++=most
domains ^nns++++=domains
of ^in++++=of
the ^ati++++=the
woop ^np++++=WOOP
observed ^vbd+vprv++xvbn+=observed
in ^in++++=in
our ^pp$+pp1+++=our
sample ^nn++++=sample.
. ^zz++++=EXTRAWORD
